GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSV001,GSV002,GSV003,GSV004,GSX001,GSX002,GSX003,GSX004
"G0400250","2000","US","4","8","Arizona","04","Yavapai","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21039252624","11603654","Yavapai County","A","+34650332","-112414707","06",,,4213,1427,2928,2325,4082,131,2763,165
"G0400270","2000","US","4","8","Arizona","04","Yuma","027",,,,,"0",,,,,,,,,,,,,"9360","99","N","9999","9999","9",,,,,,,,,"14281424443","12613327","Yuma County","A","+32684752","-114388951","06",,,16509,8348,12584,13863,13264,2576,10164,2409
"G0500010","2000","US","3","7","Arkansas","05","Arkansas","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2560177487","117328433","Arkansas County","A","+34359997","-091429413","06",,,24,2,23,4,24,0,17,6
"G0500030","2000","US","3","7","Arkansas","05","Ashley","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2385761562","46447703","Ashley County","A","+33185420","-091785346","06",,,235,63,97,111,224,11,94,3
"G0500050","2000","US","3","7","Arkansas","05","Baxter","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435789253","83859190","Baxter County","A","+36312200","-092354317","06",,,105,38,93,44,97,0,82,11
"G0500070","2000","US","3","7","Arkansas","05","Benton","007",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2191114121","88700645","Benton County","A","+36354146","-094246822","06",,,3606,1016,2145,1686,3530,76,1931,214
"G0500090","2000","US","3","7","Arkansas","05","Boone","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1531141397","27563192","Boone County","A","+36285221","-093065891","06",,,139,17,67,89,139,0,67,0
"G0500110","2000","US","3","7","Arkansas","05","Bradley","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1685119713","9715126","Bradley County","A","+33520920","-092141138","06",,,487,158,51,108,348,139,51,0
"G0500130","2000","US","3","7","Arkansas","05","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627223264","11050088","Calhoun County","A","+33595502","-092510135","06",,,17,2,9,14,13,4,9,0
"G0500150","2000","US","3","7","Arkansas","05","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1632402948","22109108","Carroll County","A","+36364131","-093566034","06",,,784,233,430,285,720,64,371,59
"G0500170","2000","US","3","7","Arkansas","05","Chicot","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1668022627","121360211","Chicot County","A","+33309088","-091309446","06",,,145,29,38,54,141,4,33,5
"G0500190","2000","US","3","7","Arkansas","05","Clark","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2241461032","44470582","Clark County","A","+34068954","-093157703","06",,,173,50,76,53,169,0,65,11
"G0500210","2000","US","3","7","Arkansas","05","Clay","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1655774222","5484984","Clay County","A","+36364388","-090400570","06",,,15,4,8,32,15,0,8,0
"G0500230","2000","US","3","7","Arkansas","05","Cleburne","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1432389875","100649118","Cleburne County","A","+35535227","-092060882","06",,,88,25,27,83,88,0,26,1
"G0500250","2000","US","3","7","Arkansas","05","Cleveland","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1548136778","2753551","Cleveland County","A","+33904731","-092216337","06",,,40,17,14,9,40,0,14,0
"G0500270","2000","US","3","7","Arkansas","05","Columbia","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984225864","1935498","Columbia County","A","+33249422","-093229778","06",,,99,13,34,55,99,0,26,8
"G0500290","2000","US","3","7","Arkansas","05","Conway","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1440420568","27231140","Conway County","A","+35207694","-092713984","06",,,89,41,106,61,89,0,90,16
"G0500310","2000","US","3","7","Arkansas","05","Craighead","031",,,,,"0",,,,,,,,,,,,,"3700","99","N","9999","9999","9",,,,,,,,,"1841065959","5533069","Craighead County","A","+35828198","-090631993","06",,,444,145,172,308,428,16,153,19
"G0500330","2000","US","3","7","Arkansas","05","Crawford","033",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1542060108","22805968","Crawford County","A","+35523127","-094260230","06",,,466,64,280,180,443,23,275,5
"G0500350","2000","US","3","7","Arkansas","05","Crittenden","035",,,,,"0",,,,,,,,,,,,,"4920","99","N","9999","9999","9",,,,,,,,,"1580323104","68687085","Crittenden County","A","+35197701","-090272800","06",,,214,128,119,118,214,0,113,6
"G0500370","2000","US","3","7","Arkansas","05","Cross","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1595034998","16800413","Cross County","A","+35279599","-090786115","06",,,67,14,47,39,61,6,41,6
"G0500390","2000","US","3","7","Arkansas","05","Dallas","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1728609957","1919275","Dallas County","A","+33938130","-092608187","06",,,46,7,24,38,42,4,16,8
"G0500410","2000","US","3","7","Arkansas","05","Desha","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1981313426","141231808","Desha County","A","+33789358","-091350302","06",,,114,27,46,55,98,16,41,5
"G0500430","2000","US","3","7","Arkansas","05","Drew","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2144980532","19353359","Drew County","A","+33600602","-091735642","06",,,82,8,72,62,70,12,67,5
"G0500450","2000","US","3","7","Arkansas","05","Faulkner","045",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1676702498","43078811","Faulkner County","A","+35119477","-092379944","06",,,495,156,192,197,484,11,184,6
"G0500470","2000","US","3","7","Arkansas","05","Franklin","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1578738873","26238447","Franklin County","A","+35477580","-093884506","06",,,90,10,52,28,81,9,52,0
"G0500490","2000","US","3","7","Arkansas","05","Fulton","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1601015098","5593232","Fulton County","A","+36355003","-091729311","06",,,12,0,15,18,12,0,15,0
"G0500510","2000","US","3","7","Arkansas","05","Garland","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1753998615","148540166","Garland County","A","+34545307","-093075894","06",,,484,162,412,245,473,11,394,18
"G0500530","2000","US","3","7","Arkansas","05","Grant","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1636294639","3194372","Grant County","A","+34311031","-092450809","06",,,31,9,30,12,28,3,30,0
"G0500550","2000","US","3","7","Arkansas","05","Greene","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1495741684","5535135","Greene County","A","+36098211","-090513709","06",,,128,6,54,49,128,0,54,0
"G0500570","2000","US","3","7","Arkansas","05","Hempstead","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1887515647","32604215","Hempstead County","A","+33717614","-093647930","06",,,617,173,305,239,572,45,248,57
"G0500590","2000","US","3","7","Arkansas","05","Hot Spring","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1592668724","18708143","Hot Spring County","A","+34337450","-092891238","06",,,113,33,51,36,113,0,50,1
"G0500610","2000","US","3","7","Arkansas","05","Howard","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1521413675","20153742","Howard County","A","+34050292","-093964857","06",,,192,66,89,113,177,15,83,6
"G0500630","2000","US","3","7","Arkansas","05","Independence","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1978183758","20183074","Independence County","A","+35757476","-091587049","06",,,100,53,73,34,100,0,73,0
"G0500650","2000","US","3","7","Arkansas","05","Izard","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1503963686","8640533","Izard County","A","+36139475","-091874963","06",,,11,10,21,15,11,0,18,3
"G0500670","2000","US","3","7","Arkansas","05","Jackson","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1640818713","20519620","Jackson County","A","+35613258","-091227582","06",,,23,54,35,26,23,0,35,0
"G0500690","2000","US","3","7","Arkansas","05","Jefferson","069",,,,,"0",,,,,,,,,,,,,"6240","99","N","9999","9999","9",,,,,,,,,"2291661025","74801688","Jefferson County","A","+34243795","-091987152","06",,,281,77,134,141,225,47,98,36
"G0500710","2000","US","3","7","Arkansas","05","Johnson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1715007779","53288421","Johnson County","A","+35498657","-093484633","06",,,461,175,235,177,421,40,177,58
"G0500730","2000","US","3","7","Arkansas","05","Lafayette","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1363620948","48091961","Lafayette County","A","+33272263","-093563116","06",,,35,4,10,12,35,0,10,0
"G0500750","2000","US","3","7","Arkansas","05","Lawrence","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519202550","14957296","Lawrence County","A","+36070597","-091071214","06",,,28,5,16,6,24,4,16,0
"G0500770","2000","US","3","7","Arkansas","05","Lee","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1558301195","46109827","Lee County","A","+34780126","-090763960","06",,,67,244,19,50,62,5,11,8
"G0500790","2000","US","3","7","Arkansas","05","Lincoln","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453505517","28401658","Lincoln County","A","+33978821","-091709049","06",,,63,83,20,41,63,0,15,5
"G0500810","2000","US","3","7","Arkansas","05","Little River","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1377184049","85823803","Little River County","A","+33697284","-094220589","06",,,82,7,35,30,82,0,30,5
"G0500830","2000","US","3","7","Arkansas","05","Logan","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1838562451","56023081","Logan County","A","+35220758","-093755313","06",,,50,33,17,34,49,1,17,0
"G0500850","2000","US","3","7","Arkansas","05","Lonoke","085",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1983828425","94450249","Lonoke County","A","+34779050","-091912157","06",,,182,76,170,113,163,16,141,29
"G0500870","2000","US","3","7","Arkansas","05","Madison","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2167336831","648241","Madison County","A","+36031137","-093730452","06",,,164,18,51,49,158,6,47,4
"G0500890","2000","US","3","7","Arkansas","05","Marion","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1548040144","110451459","Marion County","A","+36291289","-092681404","06",,,15,15,22,8,15,0,21,1
"G0500910","2000","US","3","7","Arkansas","05","Miller","091",,,,,"0",,,,,,,,,,,,,"8360","99","N","9999","9999","9",,,,,,,,,"1616097588","34967325","Miller County","A","+33384684","-093968079","06",,,170,126,110,91,156,14,76,24
"G0500930","2000","US","3","7","Arkansas","05","Mississippi","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2326453080","55635025","Mississippi County","A","+35806751","-090030415","06",,,253,86,173,165,243,10,138,35
"G0500950","2000","US","3","7","Arkansas","05","Monroe","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1571207189","38240567","Monroe County","A","+34732843","-091207816","06",,,29,13,8,9,29,0,8,0
"G0500970","2000","US","3","7","Arkansas","05","Montgomery","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2022591566","50139601","Montgomery County","A","+34559133","-093643872","06",,,62,21,33,43,62,0,29,4
"G0500990","2000","US","3","7","Arkansas","05","Nevada","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1605671916","2138354","Nevada County","A","+33689358","-093327444","06",,,51,24,2,27,51,0,2,0
"G0501010","2000","US","3","7","Arkansas","05","Newton","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2131479507","550305","Newton County","A","+35967765","-093188458","06",,,8,10,15,10,8,0,9,6
"G0501030","2000","US","3","7","Arkansas","05","Ouachita","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1897037646","18601184","Ouachita County","A","+33574007","-092861447","06",,,85,45,46,30,72,13,46,0
"G0501050","2000","US","3","7","Arkansas","05","Perry","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1426937645","24678846","Perry County","A","+34982668","-092861630","06",,,55,4,35,20,55,0,31,4
"G0501070","2000","US","3","7","Arkansas","05","Phillips","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1794011405","89657658","Phillips County","A","+34468372","-090761973","06",,,62,33,53,70,59,3,40,13
"G0501090","2000","US","3","7","Arkansas","05","Pike","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1561784452","28160233","Pike County","A","+34177310","-093656805","06",,,108,27,69,41,105,3,54,15
"G0501110","2000","US","3","7","Arkansas","05","Poinsett","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1962534369","14627018","Poinsett County","A","+35587012","-090603918","06",,,67,34,61,32,67,0,54,7
"G0501130","2000","US","3","7","Arkansas","05","Polk","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2225780691","7876636","Polk County","A","+34485490","-094253631","06",,,186,62,100,85,167,19,92,8
"G0501150","2000","US","3","7","Arkansas","05","Pope","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2102811754","48921339","Pope County","A","+35330478","-093084446","06",,,211,93,220,195,199,12,203,17
"G0501170","2000","US","3","7","Arkansas","05","Prairie","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1672962375","77251283","Prairie County","A","+34807983","-091534077","06",,,71,0,39,35,71,0,31,8
"G0501190","2000","US","3","7","Arkansas","05","Pulaski","119",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1996416793","95884135","Pulaski County","A","+34766541","-092294471","06",,,2802,683,1676,1180,2566,88,1462,136
"G0501210","2000","US","3","7","Arkansas","05","Randolph","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1688216567","10911454","Randolph County","A","+36315472","-090988939","06",,,25,70,20,0,17,8,18,2
"G0501230","2000","US","3","7","Arkansas","05","St Francis","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1641628992","22169936","St. Francis County","A","+35015874","-090708841","06",,,83,1145,57,69,75,8,49,8
"G0501250","2000","US","3","7","Arkansas","05","Saline","125",,,,,"0",,,,,,,,,,,,,"4400","99","N","9999","9999","9",,,,,,,,,"1873756910","18137769","Saline County","A","+34616381","-092636449","06",,,274,107,155,96,251,23,153,0
"G0501270","2000","US","3","7","Arkansas","05","Scott","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2315138467","10909264","Scott County","A","+34880858","-094089691","06",,,194,35,76,76,167,27,61,15
"G0501290","2000","US","3","7","Arkansas","05","Searcy","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1727908178","3519587","Searcy County","A","+35920954","-092688268","06",,,5,1,15,9,5,0,15,0
"G0501310","2000","US","3","7","Arkansas","05","Sebastian","131",,,,,"0",,,,,,,,,,,,,"2720","99","N","9999","9999","9",,,,,,,,,"1388864138","25366668","Sebastian County","A","+35293916","-094351769","06",,,2121,741,1040,919,2016,100,991,49
"G0501330","2000","US","3","7","Arkansas","05","Sevier","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1460600945","45080895","Sevier County","A","+34016649","-094262899","06",,,741,367,371,393,721,20,349,22
"G0501350","2000","US","3","7","Arkansas","05","Sharp","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1565267826","5158769","Sharp County","A","+36190062","-091498459","06",,,21,25,24,20,18,3,24,0
"G0501370","2000","US","3","7","Arkansas","05","Stone","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1571066263","7344646","Stone County","A","+35874106","-092169912","06",,,22,12,15,19,14,8,15,0
"G0501390","2000","US","3","7","Arkansas","05","Union","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2690745020","42392663","Union County","A","+33207179","-092612793","06",,,150,48,71,103,133,10,56,15
"G0501410","2000","US","3","7","Arkansas","05","Van Buren","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1842811977","33166480","Van Buren County","A","+35565783","-092414162","06",,,35,45,34,28,28,7,34,0
"G0501430","2000","US","3","7","Arkansas","05","Washington","143",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2459756258","16296853","Washington County","A","+36051379","-094198684","06",,,3524,1600,1800,1683,3191,331,1600,200
"G0501450","2000","US","3","7","Arkansas","05","White","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2678123867","21572200","White County","A","+35250106","-091730562","06",,,439,61,142,133,328,107,100,42
"G0501470","2000","US","3","7","Arkansas","05","Woodruff","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519193180","19400728","Woodruff County","A","+35196189","-091244090","06",,,8,14,4,11,8,0,4,0
"G0501490","2000","US","3","7","Arkansas","05","Yell","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2403227487","54263565","Yell County","A","+35038510","-093362084","06",,,895,227,388,373,851,44,361,27
"G0600010","2000","US","4","9","California","06","Alameda","001",,,,,"0",,,,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1910302974","216454242","Alameda County","A","+37716662","-122096151","06",,,69951,29057,49415,41877,64579,5226,45602,3813
"G0600030","2000","US","4","9","California","06","Alpine","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1913008753","11842922","Alpine County","A","+38632506","-119888663","06",,,24,4,0,10,22,2,0,0
"G0600050","2000","US","4","9","California","06","Amador","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1535775543","30367858","Amador County","A","+38428879","-120715248","06",,,472,1449,364,202,438,34,341,23
"G0600070","2000","US","4","9","California","06","Butte","007",,,,,"0",,,,,,,,,,,,,"1620","99","N","9999","9999","9",,,,,,,,,"4246255361","97428420","Butte County","A","+39648354","-121646310","06",,,5054,2147,3962,3027,4335,672,3161,798
"G0600090","2000","US","4","9","California","06","Calaveras","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2641887224","43527582","Calaveras County","A","+38167573","-120557245","06",,,600,384,508,423,528,72,446,62
"G0600110","2000","US","4","9","California","06","Colusa","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2980234877","14359155","Colusa County","A","+39187495","-122152389","06",,,2177,880,1398,1271,1901,276,1063,335
"G0600130","2000","US","4","9","California","06","Contra Costa","013",,,,,"0",,,,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1864651611","212906588","Contra Costa County","A","+37942423","-122060886","06",,,41459,16169,29784,25727,39016,2406,27498,2263
"G0600150","2000","US","4","9","California","06","Del Norte","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2610221532","574823230","Del Norte County","A","+41735225","-124113924","06",,,468,1764,394,267,444,24,331,54
"G0600170","2000","US","4","9","California","06","El Dorado","017",,,,,"0",,,,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4431073269","200075503","El Dorado County","A","+38768651","-120571902","06",,,3582,1081,2804,1943,3396,186,2625,179
"G0600190","2000","US","4","9","California","06","Fresno","019",,,,,"0",,,,,,,,,,,,,"2840","99","N","9999","9999","9",,,,,,,,,"15443387242","141660122","Fresno County","A","+36638374","-119903470","06",,,81125,37964,57874,51847,67503,13555,46526,11313
