GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4K001,E4K002,E4K003,E4K004,E4K005,E4K006,E4K007,E4K008
"G0500310","1990","AR",,,,,,,,,,,"99","Craighead","031",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001840977","0000005782","Craighead County","A","+35828124","-090631882","06",0,126,3,51,0,60,12,59
"G0500330","1990","AR",,,,,,,,,,,"99","Crawford","033",,,"7","2720",,,,"9999","3","Arkansas","05",,,,,"0001542341","0000022642","Crawford County","A","+35579452","-094246370","06",9,96,17,29,0,25,10,23
"G0500350","1990","AR",,,,,,,,,,,"99","Crittenden","035",,,"7","4920",,,,"9999","3","Arkansas","05",,,,,"0001581190","0000067953","Crittenden County","A","+35212638","-090314064","06",0,50,8,45,0,31,0,69
"G0500370","1990","AR",,,,,,,,,,,"99","Cross","037",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001595167","0000016792","Cross County","A","+35300011","-090771434","06",6,19,18,21,0,6,0,5
"G0500390","1990","AR",,,,,,,,,,,"99","Dallas","039",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001728746","0000001916","Dallas County","A","+33966853","-092657033","06",0,7,0,4,0,17,0,16
"G0500410","1990","AR",,,,,,,,,,,"99","Desha","041",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001981447","0000141242","Desha County","A","+33831260","-091259304","06",0,35,6,0,0,15,7,17
"G0500430","1990","AR",,,,,,,,,,,"99","Drew","043",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002145148","0000019353","Drew County","A","+33589683","-091716904","06",0,10,0,0,0,14,0,13
"G0500450","1990","AR",,,,,,,,,,,"99","Faulkner","045",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001676682","0000043218","Faulkner County","A","+35147169","-092335289","06",2,97,3,26,0,66,0,56
"G0500470","1990","AR",,,,,,,,,,,"99","Franklin","047",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001578854","0000026232","Franklin County","A","+35512250","-093891926","06",0,36,14,13,0,35,1,7
"G0500490","1990","AR",,,,,,,,,,,"99","Fulton","049",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001601231","0000005509","Fulton County","A","+36383112","-091818910","06",0,0,0,0,0,0,2,5
"G0500510","1990","AR",,,,,,,,,,,"99","Garland","051",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001756152","0000146478","Garland County","A","+34573320","-093153957","06",6,225,29,76,0,107,5,135
"G0500530","1990","AR",,,,,,,,,,,"99","Grant","053",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001636421","0000003193","Grant County","A","+34287458","-092423425","06",0,35,0,0,0,15,0,9
"G0500550","1990","AR",,,,,,,,,,,"99","Greene","055",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001495864","0000005536","Greene County","A","+36119053","-090562264","06",0,59,0,25,0,6,7,33
"G0500570","1990","AR",,,,,,,,,,,"99","Hempstead","057",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001887721","0000032561","Hempstead County","A","+33731300","-093664959","06",0,125,16,36,0,33,15,36
"G0500590","1990","AR",,,,,,,,,,,"99","Hot Spring","059",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001592780","0000018715","Hot Spring County","A","+34320144","-092945112","06",9,10,0,0,0,13,6,0
"G0500610","1990","AR",,,,,,,,,,,"99","Howard","061",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001521532","0000020129","Howard County","A","+34089827","-093989511","06",0,15,7,32,0,2,2,27
"G0500630","1990","AR",,,,,,,,,,,"99","Independence","063",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001978371","0000020168","Independence County","A","+35744099","-091566218","06",0,25,0,7,0,15,12,0
"G0500650","1990","AR",,,,,,,,,,,"99","Izard","065",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001504118","0000008611","Izard County","A","+36094609","-091911006","06",0,14,5,0,0,18,4,15
"G0500670","1990","AR",,,,,,,,,,,"99","Jackson","067",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001640953","0000020523","Jackson County","A","+35600258","-091213910","06",0,4,0,1,0,8,0,5
"G0500690","1990","AR",,,,,,,,,,,"99","Jefferson","069",,,"7","6240",,,,"9999","3","Arkansas","05",,,,,"0002291610","0000075014","Jefferson County","A","+34269210","-091929077","06",0,89,5,49,6,80,9,37
"G0500710","1990","AR",,,,,,,,,,,"99","Johnson","071",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001715127","0000053285","Johnson County","A","+35569018","-093461165","06",0,66,2,41,0,30,0,66
"G0500730","1990","AR",,,,,,,,,,,"99","Lafayette","073",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001363745","0000048099","Lafayette County","A","+33235524","-093610593","06",0,0,0,41,0,0,0,0
"G0500750","1990","AR",,,,,,,,,,,"99","Lawrence","075",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001519327","0000014960","Lawrence County","A","+36043049","-091114974","06",0,2,0,3,0,5,0,13
"G0500770","1990","AR",,,,,,,,,,,"99","Lee","077",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001558398","0000046112","Lee County","A","+34779637","-090780318","06",0,15,0,29,0,6,0,17
"G0500790","1990","AR",,,,,,,,,,,"99","Lincoln","079",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001453606","0000028407","Lincoln County","A","+33953221","-091733936","06",0,15,0,108,0,7,0,10
"G0500810","1990","AR",,,,,,,,,,,"99","Little River","081",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001377273","0000085829","Little River County","A","+33700236","-094235637","06",0,29,0,7,0,6,9,2
"G0500830","1990","AR",,,,,,,,,,,"99","Logan","083",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001838692","0000056027","Logan County","A","+35215114","-093712628","06",0,37,0,32,0,13,0,12
"G0500850","1990","AR",,,,,,,,,,,"99","Lonoke","085",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001982649","0000095782","Lonoke County","A","+34755054","-091883118","06",17,13,0,0,0,40,0,21
"G0500870","1990","AR",,,,,,,,,,,"99","Madison","087",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002167716","0000000439","Madison County","A","+36012240","-093723070","06",0,39,0,0,0,26,0,8
"G0500890","1990","AR",,,,,,,,,,,"99","Marion","089",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001548137","0000110460","Marion County","A","+36262962","-092679917","06",0,9,0,10,0,5,0,6
"G0500910","1990","AR",,,,,,,,,,,"99","Miller","091",,,"7","8360",,,,"9999","3","Arkansas","05",,,,,"0001616349","0000034847","Miller County","A","+33311498","-093880562","06",0,112,6,51,0,44,29,53
"G0500930","1990","AR",,,,,,,,,,,"99","Mississippi","093",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002326636","0000055640","Mississippi County","A","+35764082","-090054475","06",29,79,17,24,5,89,5,113
"G0500950","1990","AR",,,,,,,,,,,"99","Monroe","095",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001571408","0000038165","Monroe County","A","+34680279","-091203053","06",0,5,0,0,0,4,0,0
"G0500970","1990","AR",,,,,,,,,,,"99","Montgomery","097",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002022732","0000050161","Montgomery County","A","+34545966","-093660190","06",0,21,0,7,0,14,0,7
"G0500990","1990","AR",,,,,,,,,,,"99","Nevada","099",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001605822","0000002136","Nevada County","A","+33666725","-093302881","06",0,2,0,1,0,0,0,0
"G0501010","1990","AR",,,,,,,,,,,"99","Newton","101",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002131641","0000000542","Newton County","A","+35917735","-093223087","06",0,0,0,3,0,0,0,9
"G0501030","1990","AR",,,,,,,,,,,"99","Ouachita","103",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001897230","0000018603","Ouachita County","A","+33591134","-092879263","06",0,51,15,4,0,18,0,8
"G0501050","1990","AR",,,,,,,,,,,"99","Perry","105",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001426983","0000024729","Perry County","A","+34946973","-092934055","06",0,15,2,3,0,29,0,2
"G0501070","1990","AR",,,,,,,,,,,"99","Phillips","107",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001794151","0000089661","Phillips County","A","+34425633","-090852019","06",0,49,0,26,0,30,0,12
"G0501090","1990","AR",,,,,,,,,,,"99","Pike","109",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001561920","0000028160","Pike County","A","+34166363","-093654743","06",0,18,0,0,0,14,0,19
"G0501110","1990","AR",,,,,,,,,,,"99","Poinsett","111",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001962683","0000014625","Poinsett County","A","+35577391","-090663212","06",0,15,0,4,0,14,2,15
"G0501130","1990","AR",,,,,,,,,,,"99","Polk","113",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002225987","0000007817","Polk County","A","+34474769","-094224002","06",0,99,8,4,0,75,14,28
"G0501150","1990","AR",,,,,,,,,,,"99","Pope","115",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002102961","0000048921","Pope County","A","+35446432","-093035762","06",0,77,16,49,0,47,0,41
"G0501170","1990","AR",,,,,,,,,,,"99","Prairie","117",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001673146","0000077206","Prairie County","A","+34827607","-091557246","06",0,0,0,0,0,7,0,0
"G0501190","1990","AR",,,,,,,,,,,"99","Pulaski","119",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001996803","0000095729","Pulaski County","A","+34770100","-092310815","06",175,873,51,239,0,737,75,402
"G0501210","1990","AR",,,,,,,,,,,"99","Randolph","121",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001688348","0000010902","Randolph County","A","+36342062","-091028073","06",0,0,0,21,0,2,7,7
"G0501230","1990","AR",,,,,,,,,,,"99","St Francis","123",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001641756","0000022168","St. Francis County","A","+35021644","-090747325","06",0,54,0,10,0,0,0,38
"G0501250","1990","AR",,,,,,,,,,,"99","Saline","125",,,"7","4400",,,,"9999","3","Arkansas","05",,,,,"0001877132","0000014872","Saline County","A","+34648426","-092674589","06",0,100,7,2,0,83,0,54
"G0501270","1990","AR",,,,,,,,,,,"99","Scott","127",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002315294","0000010910","Scott County","A","+34858644","-094063491","06",0,8,2,0,0,8,0,0
"G0501290","1990","AR",,,,,,,,,,,"99","Searcy","129",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001728047","0000003521","Searcy County","A","+35917529","-092703260","06",0,8,0,15,0,2,0,9
"G0501310","1990","AR",,,,,,,,,,,"99","Sebastian","131",,,"7","2720",,,,"9999","3","Arkansas","05",,,,,"0001389183","0000025131","Sebastian County","A","+35199151","-094275394","06",12,273,25,32,0,233,20,103
"G0501330","1990","AR",,,,,,,,,,,"99","Sevier","133",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001460694","0000045084","Sevier County","A","+33998508","-094237697","06",0,288,5,4,0,70,0,53
"G0501350","1990","AR",,,,,,,,,,,"99","Sharp","135",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001565395","0000005159","Sharp County","A","+36153912","-091481513","06",0,2,0,10,0,19,0,3
"G0501370","1990","AR",,,,,,,,,,,"99","Stone","137",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001571193","0000007346","Stone County","A","+35862902","-092153495","06",0,0,0,14,0,0,0,28
"G0501390","1990","AR",,,,,,,,,,,"99","Union","139",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002690992","0000042397","Union County","A","+33170291","-092594441","06",0,54,2,15,0,6,3,22
"G0501410","1990","AR",,,,,,,,,,,"99","Van Buren","141",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001842925","0000033160","Van Buren County","A","+35581189","-092519040","06",0,5,5,7,0,0,0,25
"G0501430","1990","AR",,,,,,,,,,,"99","Washington","143",,,"7","2580",,,,"9999","3","Arkansas","05",,,,,"0002461133","0000015090","Washington County","A","+35985741","-094214352","06",0,390,27,87,0,278,17,134
"G0501450","1990","AR",,,,,,,,,,,"99","White","145",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002678446","0000021448","White County","A","+35254806","-091745790","06",0,60,24,49,0,62,14,80
"G0501470","1990","AR",,,,,,,,,,,"99","Woodruff","147",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001519295","0000019400","Woodruff County","A","+35187551","-091241026","06",0,0,0,2,0,0,0,8
"G0501490","1990","AR",,,,,,,,,,,"99","Yell","149",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002403247","0000054385","Yell County","A","+34997776","-093406902","06",0,31,6,12,0,25,6,8
"G0600010","1990","CA",,,,,,,,,,,"84","Alameda","001",,,"9","7362",,,,"5775","4","California","06",,,,,"0001910082","0000216939","Alameda County","A","+37653853","-121913948","06",880,46899,4204,12100,51,34439,2818,24145
"G0600030","1990","CA",,,,,,,,,,,"99","Alpine","003",,,"9","9999",,,,"9999","4","California","06",,,,,"0001913110","0000011843","Alpine County","A","+38579180","-119804453","06",0,13,2,0,0,12,0,2
"G0600050","1990","CA",,,,,,,,,,,"99","Amador","005",,,"9","9999",,,,"9999","4","California","06",,,,,"0001534745","0000030292","Amador County","A","+38444419","-120655265","06",0,308,22,1051,0,171,6,199
"G0600070","1990","CA",,,,,,,,,,,"99","Butte","007",,,"9","1620",,,,"9999","4","California","06",,,,,"0004246565","0000097429","Butte County","A","+39662375","-121596065","06",9,3044,455,1309,0,2061,340,1836
"G0600090","1990","CA",,,,,,,,,,,"99","Calaveras","009",,,"9","9999",,,,"9999","4","California","06",,,,,"0002642286","0000043349","Calaveras County","A","+38207542","-120551793","06",0,326,20,251,0,280,24,257
"G0600110","1990","CA",,,,,,,,,,,"99","Colusa","011",,,"9","9999",,,,"9999","4","California","06",,,,,"0002980513","0000014362","Colusa County","A","+39176482","-122235120","06",0,1428,166,301,0,522,220,663
"G0600130","1990","CA",,,,,,,,,,,"84","Contra Costa","013",,,"9","7362",,,,"5775","4","California","06",,,,,"0001865540","0000212096","Contra Costa County","A","+37933350","-121948700","06",163,24586,1888,4990,41,17363,1333,11738
"G0600150","1990","CA",,,,,,,,,,,"99","Del Norte","015",,,"9","9999",,,,"9999","4","California","06",,,,,"0002610426","0000574851","Del Norte County","A","+41737320","-123956960","06",0,371,66,947,0,234,50,117
"G0600170","1990","CA",,,,,,,,,,,"99","El Dorado","017",,,"9","6920",,,,"9999","4","California","06",,,,,"0004432778","0000206706","El Dorado County","A","+38775488","-120527585","06",0,2508,213,482,0,1557,121,795
"G0600190","1990","CA",,,,,,,,,,,"99","Fresno","019",,,"9","2840",,,,"9999","4","California","06",,,,,"0015444704","0000141630","Fresno County","A","+36753992","-119647934","06",136,51782,8904,17456,11,30374,7002,33589
"G0600210","1990","CA",,,,,,,,,,,"99","Glenn","021",,,"9","9999",,,,"9999","4","California","06",,,,,"0003405550","0000032018","Glenn County","A","+39594777","-122391742","06",0,1246,151,255,0,554,280,617
"G0600230","1990","CA",,,,,,,,,,,"99","Humboldt","023",,,"9","9999",,,,"9999","4","California","06",,,,,"0009253541","0001242490","Humboldt County","A","+40700416","-123911969","06",29,991,94,521,10,840,64,588
"G0600250","1990","CA",,,,,,,,,,,"99","Imperial","025",,,"9","9999",,,,"9999","4","California","06",,,,,"0010813387","0000795211","Imperial County","A","+33038512","-115352917","06",94,12300,2893,6084,0,8533,2049,13963
"G0600270","1990","CA",,,,,,,,,,,"99","Inyo","027",,,"9","9999",,,,"9999","4","California","06",,,,,"0026397464","0000092404","Inyo County","A","+36589328","-117483183","06",0,372,35,124,0,261,30,206
"G0600290","1990","CA",,,,,,,,,,,"99","Kern","029",,,"9","0680",,,,"9999","4","California","06",,,,,"0021086815","0000052910","Kern County","A","+35338498","-118724910","06",249,31126,5962,12751,16,18289,4777,20280
"G0600310","1990","CA",,,,,,,,,,,"99","Kings","031",,,"9","9999",,,,"9999","4","California","06",,,,,"0003598768","0000005429","Kings County","A","+36072642","-119814766","06",281,6279,1132,5213,6,3539,947,4830
"G0600330","1990","CA",,,,,,,,,,,"99","Lake","033",,,"9","9999",,,,"9999","4","California","06",,,,,"0003259420","0000184211","Lake County","A","+39090857","-122762036","06",0,856,102,407,0,437,67,517
"G0600350","1990","CA",,,,,,,,,,,"99","Lassen","035",,,"9","9999",,,,"9999","4","California","06",,,,,"0011803898","0000422484","Lassen County","A","+40652341","-120577604","06",5,292,10,1588,5,184,21,155
"G0600370","1990","CA",,,,,,,,,,,"49","Los Angeles","037",,,"9","4472",,,,"4480","4","California","06",,,,,"0010515327","0001793184","Los Angeles County","A","+34184667","-118261988","06",2384,866694,89522,211626,160,546755,69039,476595
"G0600390","1990","CA",,,,,,,,,,,"99","Madera","039",,,"9","9999",,,,"9999","4","California","06",,,,,"0005538501","0000038756","Madera County","A","+37219685","-119765135","06",0,6522,1530,2197,0,3282,1287,4191
"G0600410","1990","CA",,,,,,,,,,,"84","Marin","041",,,"9","7362",,,,"7360","4","California","06",,,,,"0001346220","0000798861","Marin County","A","+38035300","-122743465","06",119,4550,224,2660,0,3609,207,1946
"G0600430","1990","CA",,,,,,,,,,,"99","Mariposa","043",,,"9","9999",,,,"9999","4","California","06",,,,,"0003758645","0000030246","Mariposa County","A","+37578193","-119909601","06",0,183,7,113,0,91,22,68
"G0600450","1990","CA",,,,,,,,,,,"99","Mendocino","045",,,"9","9999",,,,"9999","4","California","06",,,,,"0009089043","0000956274","Mendocino County","A","+39431152","-123431626","06",7,2143,270,450,0,1037,113,799
"G0600470","1990","CA",,,,,,,,,,,"99","Merced","047",,,"9","4940",,,,"9999","4","California","06",,,,,"0004995828","0000111700","Merced County","A","+37189464","-120711131","06",395,12996,2300,3414,10,6636,2022,7805
"G0600490","1990","CA",,,,,,,,,,,"99","Modoc","049",,,"9","9999",,,,"9999","4","California","06",,,,,"0010215900","0000671474","Modoc County","A","+41595361","-120718555","06",0,107,46,46,0,77,6,40
"G0600510","1990","CA",,,,,,,,,,,"99","Mono","051",,,"9","9999",,,,"9999","4","California","06",,,,,"0007885220","0000226384","Mono County","A","+37910550","-118873970","06",16,401,46,23,0,184,8,88
"G0600530","1990","CA",,,,,,,,,,,"99","Monterey","053",,,"9","7120",,,,"9999","4","California","06",,,,,"0008603831","0001163336","Monterey County","A","+36239310","-121310622","06",1764,26391,4578,8711,177,17073,3795,13671
"G0600550","1990","CA",,,,,,,,,,,"84","Napa","055",,,"9","7362",,,,"8720","4","California","06",,,,,"0001952502","0000089302","Napa County","A","+38502833","-122323151","06",22,4665,362,1037,0,2626,250,1723
"G0600570","1990","CA",,,,,,,,,,,"99","Nevada","057",,,"9","9999",,,,"9999","4","California","06",,,,,"0002480332","0000043716","Nevada County","A","+39304003","-120766234","06",6,795,76,324,0,645,48,417
"G0600590","1990","CA",,,,,,,,,,,"49","Orange","059",,,"9","4472",,,,"0360","4","California","06",,,,,"0002045273","0000409804","Orange County","A","+33674967","-117777399","06",1275,169380,13877,27729,129,101541,10919,63958
"G0600610","1990","CA",,,,,,,,,,,"99","Placer","061",,,"9","6920",,,,"9999","4","California","06",,,,,"0003637424","0000248187","Placer County","A","+39064980","-120727661","06",0,3668,245,810,0,2472,235,1780
"G0600630","1990","CA",,,,,,,,,,,"99","Plumas","063",,,"9","9999",,,,"9999","4","California","06",,,,,"0006614759","0000154849","Plumas County","A","+40010792","-120834136","06",0,149,38,103,0,124,31,126
"G0600650","1990","CA",,,,,,,,,,,"49","Riverside","065",,,"9","4472",,,,"6780","4","California","06",,,,,"0018669111","0000247762","Riverside County","A","+33727917","-115977297","06",511,74419,7866,20453,58,43471,5638,42854
"G0600670","1990","CA",,,,,,,,,,,"99","Sacramento","067",,,"9","6920",,,,"9999","4","California","06",,,,,"0002501140","0000077604","Sacramento County","A","+38445368","-121349033","06",477,26649,2644,10751,25,21248,2263,15852
"G0600690","1990","CA",,,,,,,,,,,"99","San Benito","069",,,"9","9999",,,,"9999","4","California","06",,,,,"0003597857","0000004339","San Benito County","A","+36611964","-121084212","06",5,4211,545,1103,0,2561,620,1918
"G0600710","1990","CA",,,,,,,,,,,"49","San Bernardino","071",,,"9","4472",,,,"6780","4","California","06",,,,,"0051961173","0000115542","San Bernardino County","A","+34828251","-116191349","06",1993,88102,8876,25161,140,54678,6579,53903
"G0600730","1990","CA",,,,,,,,,,,"99","San Diego","073",,,"9","7320",,,,"9999","4","California","06",,,,,"0010889601","0000832538","San Diego County","A","+33020561","-116771868","06",10452,119229,12663,32879,598,82252,8562,74295
"G0600750","1990","CA",,,,,,,,,,,"84","San Francisco","075",,,"9","7362",,,,"7360","4","California","06",,,,,"0000120955","0000479639","San Francisco County","B","+37793250","-122554783","06",379,27555,2610,7929,53,20649,2111,14622
"G0600770","1990","CA",,,,,,,,,,,"99","San Joaquin","077",,,"9","8120",,,,"9999","4","California","06",,,,,"0003624078","0000069753","San Joaquin County","A","+37932561","-121270600","06",84,26362,3815,9665,7,14532,3519,15485
