GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E4J001,E4J002,E4J003,E4J004,E4J005,E4J006,E4J007,E4J008,E4J009,E4J010,E4J011,E4J012,E4J013,E4J014,E4J015,E4J016,E4J017,E4J018,E4J019,E4J020,E4J021,E4J022,E4J023,E4J024,E4J025,E4J026,E4J027,E4J028,E4J029,E4J030,E4J031,E4J032,E4J033,E4J034,E4J035,E4J036,E4J037,E4J038,E4J039,E4J040
"G0100750","1990","AL",,,,,,,,,,,"99","Lamar","075",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001566658","0000001600","Lamar County","A","+33775081","-088096415","06",15,3444,122,1530,0,2698,210,2795,0,364,36,145,0,454,60,290,0,9,0,0,0,0,0,8,0,0,0,3,0,6,0,15,0,0,0,0,0,0,0,0
"G0100770","1990","AL",,,,,,,,,,,"99","Lauderdale","077",,,"6","2650",,,,"9999","3","Alabama","01",,,,,"0001734061","0000127739","Lauderdale County","A","+34903733","-087647581","06",50,18288,855,7541,7,13371,877,15741,15,1344,121,721,0,1491,220,1520,0,85,23,47,0,49,20,69,0,39,0,8,0,12,0,52,0,17,0,0,0,25,0,16
"G0100790","1990","AL",,,,,,,,,,,"99","Lawrence","079",,,"6","2030",,,,"9999","3","Alabama","01",,,,,"0001796023","0000063928","Lawrence County","A","+34519990","-087310217","06",0,6612,342,2539,0,4438,387,5181,3,941,89,416,0,826,117,874,8,447,21,101,0,382,22,214,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0
"G0100810","1990","AL",,,,,,,,,,,"99","Lee","081",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001576767","0000017672","Lee County","A","+32597367","-085355886","06",230,17460,772,8914,12,13831,774,12071,57,3766,509,2161,41,4152,773,3110,0,7,3,24,0,35,5,0,0,492,17,221,0,250,20,230,0,38,0,15,0,12,0,29
"G0100830","1990","AL",,,,,,,,,,,"99","Limestone","083",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001471352","0000101097","Limestone County","A","+34810321","-086981426","06",28,12705,601,4491,6,8870,681,9107,0,1343,172,1330,0,1299,174,1035,0,55,0,43,0,5,6,33,0,51,0,9,0,61,0,14,0,0,0,0,0,0,0,9
"G0100850","1990","AL",,,,,,,,,,,"99","Lowndes","085",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001859626","0000018359","Lowndes County","A","+32157500","-086642632","06",9,861,27,278,3,651,39,656,10,1322,183,1145,8,1361,309,1831,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0100870","1990","AL",,,,,,,,,,,"99","Macon","087",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001581388","0000007040","Macon County","A","+32384887","-085692573","06",6,817,41,568,0,624,63,732,12,3156,595,3435,8,3864,715,4504,0,0,0,0,0,0,0,0,0,50,0,0,0,12,0,0,0,0,8,0,0,0,0,9
"G0100890","1990","AL",,,,,,,,,,,"99","Madison","089",,,"6","3440",,,,"9999","3","Alabama","01",,,,,"0002084844","0000020532","Madison County","A","+34760002","-086548777","06",2073,54925,1919,13389,280,41290,2006,30972,833,10174,1186,4052,203,10552,1541,6371,25,404,14,105,0,297,0,126,35,1103,17,301,6,833,111,757,109,121,0,5,0,98,0,98
"G0100910","1990","AL",,,,,,,,,,,"99","Marengo","091",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002530740","0000015033","Marengo County","A","+32248548","-087790375","06",15,3073,77,1003,0,2186,72,2450,14,1695,315,1483,3,1801,264,2516,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"G0100930","1990","AL",,,,,,,,,,,"99","Marion","093",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001920398","0000005583","Marion County","A","+34134472","-087886567","06",25,7013,455,3393,0,4928,721,6074,0,143,10,236,0,152,33,143,0,32,0,6,0,0,2,17,0,19,0,2,0,2,0,7,0,3,0,0,0,2,0,0
"G0100950","1990","AL",,,,,,,,,,,"99","Marshall","095",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001468803","0000145314","Marshall County","A","+34365158","-086313058","06",32,17450,1073,7173,27,13449,1360,13903,0,199,42,110,0,172,59,215,0,56,0,38,0,34,0,47,0,23,0,0,0,13,0,21,0,9,5,0,0,0,0,2
"G0100970","1990","AL",,,,,,,,,,,"99","Mobile","097",,,"6","5160",,,,"9999","3","Alabama","01",,,,,"0003194402","0001063906","Mobile County","A","+30684350","-088198527","06",992,64751,3237,24830,49,50148,3438,50269,188,17982,3706,12916,35,19780,4581,21358,3,443,51,174,0,354,75,444,6,829,57,425,0,508,67,501,14,150,16,39,0,120,28,78
"G0100990","1990","AL",,,,,,,,,,,"99","Monroe","099",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002657256","0000022404","Monroe County","A","+31562730","-087353102","06",10,3727,214,1382,0,2646,117,2943,0,1538,277,1050,0,1382,276,1805,0,60,3,16,0,52,0,50,0,8,5,0,0,15,0,19,0,0,0,0,0,0,0,0
"G0101010","1990","AL",,,,,,,,,,,"99","Montgomery","101",,,"6","5240",,,,"9999","3","Alabama","01",,,,,"0002045765","0000025733","Montgomery County","A","+32224349","-086203795","06",2374,31907,946,9961,326,27663,946,21443,658,14429,2065,9433,202,17685,2889,13454,14,124,7,72,0,67,14,63,42,219,9,144,13,351,12,289,25,96,20,28,6,73,14,74
"G0101030","1990","AL",,,,,,,,,,,"99","Morgan","103",,,"6","2030",,,,"9999","3","Alabama","01",,,,,"0001508018","0000043624","Morgan County","A","+34453298","-086857298","06",82,24536,896,7823,6,17649,1205,17487,17,1759,232,1167,0,2017,244,1358,0,109,0,33,0,76,0,65,0,88,0,0,0,47,0,34,0,52,0,5,0,25,0,10
"G0101050","1990","AL",,,,,,,,,,,"99","Perry","105",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001863600","0000011901","Perry County","A","+32638846","-087293685","06",0,1172,12,669,0,935,27,960,9,1112,143,1055,0,998,163,1935,0,15,0,12,0,20,0,6,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0
"G0101070","1990","AL",,,,,,,,,,,"99","Pickens","107",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002282979","0000022369","Pickens County","A","+33283797","-088084083","06",15,3031,103,1422,0,2203,144,2684,3,1167,198,1035,18,1261,248,1847,0,5,0,0,0,8,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2
"G0101090","1990","AL",,,,,,,,,,,"99","Pike","109",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001738113","0000002751","Pike County","A","+31806086","-085938912","06",64,4741,331,1766,0,3449,249,4000,43,1457,227,1023,0,1681,227,2111,0,7,0,8,0,23,0,31,0,56,0,13,0,27,0,29,0,0,0,0,0,0,0,8
"G0101110","1990","AL",,,,,,,,,,,"99","Randolph","111",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001505028","0000007933","Randolph County","A","+33290802","-085456433","06",9,3864,153,1705,0,2964,241,3090,12,846,94,550,0,861,98,814,0,0,0,16,0,7,0,8,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0
"G0101130","1990","AL",,,,,,,,,,,"99","Russell","113",,,"6","1800",,,,"9999","3","Alabama","01",,,,,"0001660542","0000016319","Russell County","A","+32287341","-085184114","06",308,7278,387,2873,7,5812,484,5406,67,3231,538,1975,13,3231,488,3569,8,15,0,23,0,26,0,33,0,12,0,6,7,8,0,19,0,24,0,9,0,61,18,15
"G0101150","1990","AL",,,,,,,,,,,"99","St Clair","115",,,"6","1000",,,,"9999","3","Alabama","01",,,,,"0001642030","0000050944","St. Clair County","A","+33712571","-086318306","06",43,11784,601,4603,4,8266,481,8801,19,696,88,1101,0,713,112,674,0,81,0,16,0,31,0,32,0,12,0,0,0,10,0,5,0,0,3,7,0,0,2,0
"G0101170","1990","AL",,,,,,,,,,,"99","Shelby","117",,,"6","1000",,,,"9999","3","Alabama","01",,,,,"0002058840","0000038020","Shelby County","A","+33266792","-086654667","06",94,26726,648,5637,37,19976,781,14855,0,1400,156,741,0,1638,140,1298,0,79,14,42,0,82,0,45,0,175,0,36,0,134,0,76,0,16,0,7,0,20,6,7
"G0101190","1990","AL",,,,,,,,,,,"99","Sumter","119",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002343918","0000021669","Sumter County","A","+32593446","-088193795","06",8,1223,53,609,0,949,42,1066,0,1767,132,1450,13,1351,408,2730,0,0,0,0,0,0,0,0,0,8,0,13,0,10,0,9,0,0,0,0,0,0,0,0
"G0101210","1990","AL",,,,,,,,,,,"99","Talladega","121",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001915562","0000053677","Talladega County","A","+33383988","-086169488","06",79,12459,779,5848,16,9541,670,10582,32,3850,449,2864,14,4070,564,4061,0,58,8,30,0,33,7,30,0,23,0,36,0,27,0,11,0,5,0,32,0,3,0,0
"G0101230","1990","AL",,,,,,,,,,,"99","Tallapoosa","123",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001859724","0000124994","Tallapoosa County","A","+32860832","-085797597","06",15,7329,239,3117,3,6315,201,5645,26,1815,212,1112,0,2177,205,1632,0,2,0,0,0,25,0,8,0,14,0,7,0,18,0,16,0,0,0,7,0,7,0,5
"G0101250","1990","AL",,,,,,,,,,,"99","Tuscaloosa","125",,,"6","8600",,,,"9999","3","Alabama","01",,,,,"0003432429","0000069317","Tuscaloosa County","A","+33287940","-087523765","06",136,28830,1130,13412,0,22156,1136,22619,69,6418,918,4588,0,7804,983,7082,0,78,0,8,0,70,9,19,0,312,26,245,0,164,23,170,0,58,0,84,0,27,0,45
"G0101270","1990","AL",,,,,,,,,,,"99","Walker","127",,,"6","1000",,,,"9999","3","Alabama","01",,,,,"0002057633","0000028248","Walker County","A","+33807130","-087295532","06",27,15156,946,7349,0,10132,1005,14859,5,659,66,536,0,619,95,945,0,9,8,10,0,5,6,32,0,19,0,10,0,14,0,47,0,0,2,0,0,7,0,9
"G0101290","1990","AL",,,,,,,,,,,"99","Washington","129",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002799102","0000020425","Washington County","A","+31402696","-088202751","06",31,2709,153,1189,0,1586,188,2537,8,733,120,565,0,626,183,891,0,177,34,147,0,106,17,208,0,0,0,0,1,9,0,0,0,8,0,0,0,0,0,0
"G0101310","1990","AL",,,,,,,,,,,"99","Wilcox","131",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0002301870","0000048649","Wilcox County","A","+31990903","-087308887","06",7,1028,31,499,0,744,40,1068,8,1002,210,1457,0,896,330,2203,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0
"G0101330","1990","AL",,,,,,,,,,,"99","Winston","133",,,"6","9999",,,,"9999","3","Alabama","01",,,,,"0001591515","0000045117","Winston County","A","+34154535","-087373481","06",21,5333,549,2383,0,3829,400,4673,0,0,0,4,0,28,4,0,0,7,0,10,0,5,0,5,0,6,8,0,0,11,0,0,0,0,0,0,0,0,0,0
"G0200130","1990","AK",,,,,,,,,,,"99","Aleutians East","013",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0018090504","0020789982","Aleutians East Borough","A","+55229183","-161915191","04",0,475,5,37,0,130,2,72,0,7,0,0,0,0,0,0,0,175,5,208,0,104,5,175,0,320,0,13,0,120,0,10,0,80,0,0,0,21,3,2
"G0200160","1990","AK",,,,,,,,,,,"99","Aleutians West","016",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0011401462","0025155601","Aleutians West Census Area","S","+52242645","-175129755","05",2005,1602,8,50,397,881,44,234,311,59,0,0,93,58,5,20,16,240,55,132,18,134,13,159,88,454,4,0,5,191,4,54,67,177,0,0,8,74,0,6
"G0200200","1990","AK",,,,,,,,,,,"99","Anchorage","020",,,"9","0380",,,,"9999","4","Alaska","02",,,,,"0004396902","0000683421","Anchorage Borough","B","+61178368","-149186416","04",7418,50771,3768,9176,927,43307,2240,18714,1473,2686,332,634,281,2669,306,1276,106,2370,814,1200,15,2552,489,2652,171,2442,165,485,23,2810,143,1339,181,880,118,185,29,755,46,340
"G0200500","1990","AK",,,,,,,,,,,"99","Bethel","050",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0106416388","0012605996","Bethel Census Area","S","+60939161","-160147317","05",10,812,32,149,0,547,11,95,2,21,5,4,0,3,0,2,87,1314,374,1818,5,1363,187,1869,0,19,0,7,0,20,7,12,0,6,2,5,0,4,0,0
"G0200600","1990","AK",,,,,,,,,,,"99","Bristol Bay Borough","060",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0001344789","0001031830","Bristol Bay Borough","A","+58744623","-156988097","04",189,236,8,38,23,152,8,61,22,0,0,0,9,0,0,0,6,60,21,67,0,59,1,84,7,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"G0200700","1990","AK",,,,,,,,,,,"99","Dillingham","070",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0047829349","0005558624","Dillingham Census Area","S","+59949649","-158429855","05",0,354,17,67,0,272,0,69,0,0,0,2,0,0,0,0,3,266,82,538,0,329,48,540,0,7,0,0,0,4,0,7,0,7,0,0,0,4,0,0
"G0200900","1990","AK",,,,,,,,,,,"99","Fairbanks North Star","090",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0019068693","0000210436","Fairbanks North Star Borough","A","+64846315","-146643388","04",5250,14694,1607,3657,571,12693,1103,6530,1337,572,92,261,177,816,119,333,82,699,251,460,3,756,284,922,146,328,8,151,14,576,54,237,167,96,13,66,34,149,38,87
"G0201000","1990","AK",,,,,,,,,,,"99","Haines","100",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0006104612","0001028498","Haines Borough","A","+59155973","-135443717","04",3,538,42,160,0,381,27,229,0,0,0,2,0,0,0,0,0,57,8,29,0,36,6,53,0,0,0,0,0,9,0,0,0,3,4,0,0,7,0,3
"G0201100","1990","AK",,,,,,,,,,,"99","Juneau","110",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0006717313","0001262781","Juneau Borough","B","+58388588","-134133421","04",137,6423,307,1261,23,5972,187,1887,8,85,6,51,0,29,15,21,8,611,147,228,0,620,38,522,15,225,32,60,0,339,0,98,0,120,0,8,0,58,0,22
"G0201220","1990","AK",,,,,,,,,,,"99","Kenai Peninsula","122",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0041644386","0014466224","Kenai Peninsula Borough","A","+60202478","-151629576","04",106,9557,1132,3265,0,6500,615,5100,2,34,8,104,0,14,3,13,0,424,140,495,0,439,62,432,0,42,5,14,0,87,10,52,0,3,0,11,0,37,0,3
"G0201300","1990","AK",,,,,,,,,,,"99","Ketchikan Gateway","130",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0003158883","0001356922","Ketchikan Gateway Borough","A","+55541150","-131408008","04",153,3454,210,652,0,2557,150,1250,8,4,0,28,0,13,8,8,7,351,107,137,0,310,65,242,0,112,1,36,0,121,0,39,7,13,0,0,0,8,0,3
"G0201500","1990","AK",,,,,,,,,,,"99","Kodiak Island","150",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0016738061","0013942816","Kodiak Island Borough","A","+57707368","-153782518","04",899,2580,109,395,64,1883,92,725,37,17,0,3,4,10,0,4,11,360,72,264,0,347,49,329,8,493,11,35,2,333,13,106,15,122,0,15,0,33,0,42
"G0201640","1990","AK",,,,,,,,,,,"99","Lake And Peninsula","164",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0061207704","0013923634","Lake and Peninsula Borough","A","+58401493","-156184669","04",0,122,9,59,0,59,0,40,0,0,0,0,0,0,0,0,0,142,52,245,0,129,17,211,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"G0201700","1990","AK",,,,,,,,,,,"99","Matanuska-Susitna","170",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0063956536","0001395411","Matanuska-Susitna Borough","A","+62395317","-149575328","04",169,8859,1254,2881,30,6103,628,5310,0,51,12,76,0,26,0,37,0,209,61,312,0,273,49,309,0,30,0,0,0,79,14,64,0,46,35,16,0,38,5,39
"G0201800","1990","AK",,,,,,,,,,,"99","Nome","180",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0059602512","0013632761","Nome Census Area","S","+64735328","-164186608","05",33,759,34,59,4,407,19,145,0,0,0,2,0,0,0,0,12,732,348,966,0,737,131,917,0,6,0,3,0,0,0,6,11,33,0,0,0,26,0,6
"G0201850","1990","AK",,,,,,,,,,,"99","North Slope","185",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0227558672","0015443149","North Slope Borough","A","+69296886","-153448095","04",6,623,9,49,0,312,9,30,0,23,0,0,0,8,0,0,3,728,253,339,0,613,151,470,0,92,9,8,0,95,2,10,0,20,0,2,0,8,0,0
"G0201880","1990","AK",,,,,,,,,,,"99","Northwest Arctic","188",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0092883808","0012428093","Northwest Arctic Borough","A","+67000678","-159998166","04",2,334,5,62,0,204,4,38,2,7,0,1,0,0,0,0,15,492,317,726,2,614,102,719,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"G0202010","1990","AK",,,,,,,,,,,"99","Prince Of Wales-Outer Ketchikan","201",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0018970375","0013576622","Prince of Wales-Outer Ketchikan Census Area","S","+55454038","-132050372","05",0,1317,175,255,0,637,66,418,0,4,0,0,0,0,0,0,2,379,155,283,0,249,61,361,0,18,0,2,0,6,0,0,0,2,0,2,0,6,0,2
"G0202200","1990","AK",,,,,,,,,,,"99","Sitka","220",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0007463030","0005097345","Sitka Borough","B","+57214050","-135446833","04",186,1854,90,392,14,1542,44,555,13,7,0,0,0,14,0,0,0,382,89,113,0,314,80,261,0,87,0,0,0,86,0,20,12,7,6,0,0,14,0,0
"G0202310","1990","AK",,,,,,,,,,,"99","Skagway-Yakutat-Angoon","231",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0033360798","0011964847","Skagway-Yakutat-Angoon Census Area","S","+58811136","-136622061","05",0,934,75,150,0,543,51,221,0,0,0,0,0,0,0,1,0,281,138,151,0,249,43,192,0,2,0,2,0,15,0,0,2,11,0,0,0,0,0,2
"G0202400","1990","AK",,,,,,,,,,,"99","Southeast Fairbanks","240",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0067324739","0000625041","Southeast Fairbanks Census Area","S","+63765233","-143598085","05",313,951,149,355,16,745,92,590,84,15,3,9,20,36,2,13,10,64,66,89,0,70,39,119,0,2,2,4,2,35,4,19,13,9,5,0,4,16,0,9
"G0202610","1990","AK",,,,,,,,,,,"99","Valdez-Cordova","261",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0095688464","0017017123","Valdez-Cordova Census Area","S","+61400254","-144503102","05",115,2536,272,560,0,1662,136,874,0,16,0,5,0,20,0,0,0,147,92,190,0,166,32,208,3,69,5,10,0,65,2,37,5,29,7,0,0,20,0,11
"G0202700","1990","AK",,,,,,,,,,,"99","Wade Hampton","270",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0044351368","0006620034","Wade Hampton Census Area","S","+62087611","-163529421","05",2,145,13,14,0,94,0,11,0,3,3,2,0,2,0,0,27,515,323,730,0,540,195,735,0,4,0,4,0,10,0,0,0,3,0,0,0,0,0,0
"G0202800","1990","AK",,,,,,,,,,,"99","Wrangell-Petersburg","280",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0015044097","0008197976","Wrangell-Petersburg Census Area","S","+56518015","-132961816","05",42,1719,96,389,9,1100,71,651,0,4,2,7,0,0,0,0,0,264,50,137,0,242,24,186,0,4,0,11,0,7,2,8,3,12,0,0,0,0,0,10
"G0202900","1990","AK",,,,,,,,,,,"99","Yukon-Koyukuk","290",,,"9","9999",,,,"9999","4","Alaska","02",,,,,"0406944070","0004855431","Yukon-Koyukuk Census Area","S","+65285776","-151646937","05",369,898,147,264,62,527,51,398,52,2,2,2,0,2,0,0,15,400,369,802,0,599,96,673,7,15,0,0,0,3,0,10,0,3,0,4,0,2,3,0
"G0400010","1990","AZ",,,,,,,,,,,"99","Apache","001",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0029022713","0000034927","Apache County","A","+35383620","-109488456","06",0,2868,286,926,0,2219,198,1902,0,69,5,10,0,9,0,19,7,4266,2167,7390,0,4123,1624,9011,0,3,0,0,0,9,0,5,0,281,37,41,0,192,20,132
"G0400030","1990","AZ",,,,,,,,,,,"99","Cochise","003",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0015980285","0000127746","Cochise County","A","+31890821","-109736956","06",3564,15454,1486,10352,745,13205,1099,15617,761,721,127,650,209,630,103,455,32,200,40,217,31,122,25,157,99,174,46,150,16,496,119,517,196,1546,338,1237,28,1218,326,1785
"G0400050","1990","AZ",,,,,,,,,,,"99","Coconino","005",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0048223545","0000112495","Coconino County","A","+35835573","-111768163","06",44,17473,1120,5437,6,14599,923,8826,0,299,31,184,0,177,34,228,33,3605,1019,3211,0,3505,866,4666,0,259,12,80,0,122,15,120,4,1150,83,333,0,801,70,607
"G0400070","1990","AZ",,,,,,,,,,,"99","Gila","007",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0012349309","0000072608","Gila County","A","+33797288","-110818155","06",50,6356,626,4870,0,4570,392,7706,0,21,0,0,0,16,0,4,0,662,283,641,0,470,125,1169,0,37,0,1,0,18,0,22,2,934,74,386,0,517,78,737
"G0400090","1990","AZ",,,,,,,,,,,"99","Graham","009",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0011990779","0000030640","Graham County","A","+32936517","-109891347","06",6,3767,415,3361,0,2925,310,4068,0,38,4,264,0,25,0,35,0,412,181,502,0,262,60,818,0,32,0,20,0,28,10,21,0,95,111,558,0,117,31,196
"G0400110","1990","AZ",,,,,,,,,,,"99","Greenlee","011",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0004784084","0000003665","Greenlee County","A","+33185081","-109232988","06",0,1650,104,714,0,835,150,1480,0,0,0,0,0,0,0,13,0,40,0,2,0,0,0,53,0,8,0,0,0,5,0,11,0,203,13,52,0,88,2,170
"G0400120","1990","AZ",,,,,,,,,,,"99","La Paz","012",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0011653884","0000036498","La Paz County","A","+33727923","-113979016","06",0,2347,172,1715,0,1728,128,2325,0,29,0,0,0,0,0,9,0,347,61,253,0,392,37,437,0,8,0,12,0,17,4,16,0,223,19,82,0,124,10,124
"G0400130","1990","AZ",,,,,,,,,,,"99","Maricopa","013",,,"8","6200",,,,"9999","4","Arizona","04",,,,,"0023838482","0000053895","Maricopa County","A","+33342656","-112490919","06",6484,478563,28176,169343,788,397985,21176,308219,762,15219,2141,7119,88,13584,1902,10103,94,6885,1406,3202,19,7082,991,5418,85,9426,673,2585,26,7796,436,5433,338,41925,4484,10114,50,27460,3357,22261
"G0400150","1990","AZ",,,,,,,,,,,"99","Mohave","015",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0034479166","0000409435","Mohave County","A","+35708232","-113753337","06",27,19586,1190,14304,11,15802,941,19153,0,24,0,24,0,49,0,24,0,382,99,188,0,382,52,300,0,110,0,63,0,139,11,183,0,441,26,93,0,276,42,157
"G0400170","1990","AZ",,,,,,,,,,,"99","Navajo","017",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0025780344","0000016618","Navajo County","A","+35387551","-110319661","06",28,7618,436,3984,6,5791,416,6021,10,139,5,266,0,71,10,90,0,4342,2108,5241,0,3665,1541,7425,0,41,3,10,0,48,0,38,0,454,50,356,0,255,29,307
"G0400190","1990","AZ",,,,,,,,,,,"99","Pima","019",,,"8","8520",,,,"9999","4","Arizona","04",,,,,"0023794348","0000006304","Pima County","A","+32103960","-111814821","06",4485,126836,9148,62813,688,111531,7421,100260,586,4267,586,2811,186,3692,436,2665,33,2841,708,2664,0,2625,469,3959,71,2670,112,1172,16,2713,201,2306,268,18349,2661,6250,44,14534,2031,12980
"G0400210","1990","AZ",,,,,,,,,,,"99","Pinal","021",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0013908286","0000011653","Pinal County","A","+32909084","-111346897","06",49,18586,1246,13623,15,13828,1230,17752,2,454,56,960,0,379,46,581,0,1368,554,1384,0,978,275,2450,0,141,6,148,0,155,5,82,0,2877,398,1578,0,1560,259,2221
"G0400230","1990","AZ",,,,,,,,,,,"99","Santa Cruz","023",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0003205764","0000001227","Santa Cruz County","A","+31523864","-110836469","06",35,4868,470,2033,0,3696,371,4212,0,11,0,0,0,12,0,13,0,36,0,0,0,4,0,22,0,30,0,0,0,33,0,27,0,1524,271,442,0,1072,205,1337
"G0400250","1990","AZ",,,,,,,,,,,"99","Yavapai","025",,,"8","9999",,,,"9999","4","Arizona","04",,,,,"0021039978","0000012405","Yavapai County","A","+34595236","-112554041","06",28,21288,1299,17758,9,17414,1200,24984,0,32,0,58,0,50,0,55,0,260,47,278,2,285,18,349,0,153,0,43,0,105,15,85,0,501,24,212,0,268,52,331
"G0400270","1990","AZ",,,,,,,,,,,"99","Yuma","027",,,"8","9360",,,,"9999","4","Arizona","04",,,,,"0014282395","0000012656","Yuma County","A","+32764761","-113897214","06",3257,16250,1552,10299,246,12132,1524,16407,523,491,38,298,29,438,47,220,36,270,68,171,0,244,31,284,110,265,17,60,5,226,59,232,266,4212,741,1319,42,2661,685,2928
"G0500010","1990","AR",,,,,,,,,,,"99","Arkansas","001",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002560297","0000117372","Arkansas County","A","+34288872","-091376344","06",28,4226,209,1712,0,3430,168,3429,0,765,85,476,0,779,151,808,0,11,0,0,0,6,0,0,0,0,0,0,0,8,0,2,0,3,0,3,0,0,0,0
"G0500030","1990","AR",,,,,,,,,,,"99","Ashley","003",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002386316","0000046109","Ashley County","A","+33190783","-091772262","06",12,4527,284,1837,0,3047,230,3712,3,994,164,799,0,996,213,1364,0,14,0,0,0,14,0,21,0,0,0,0,0,0,0,23,0,40,0,0,0,0,7,13
"G0500050","1990","AR",,,,,,,,,,,"99","Baxter","005",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001435941","0000083827","Baxter County","A","+36286225","-092339841","06",7,5402,453,6087,0,5123,356,8204,0,0,0,0,0,0,0,0,0,16,23,18,0,21,0,19,0,9,0,2,0,48,0,24,0,2,0,9,0,0,0,0
"G0500070","1990","AR",,,,,,,,,,,"99","Benton","007",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0002184170","0000086778","Benton County","A","+36337987","-094257842","06",71,23693,729,10890,3,19325,798,18350,0,34,0,0,0,28,0,0,0,484,39,105,0,383,10,237,0,90,6,31,0,95,0,63,3,176,0,59,0,63,22,57
"G0500090","1990","AR",,,,,,,,,,,"99","Boone","009",,,"7","9999",,,,"9999","3","Arkansas","05",,,,,"0001531264","0000027566","Boone County","A","+36313592","-093092833","06",39,6617,243,3321,0,5767,372,5520,0,2,0,0,0,0,0,0,0,44,6,11,0,21,9,61,0,17,0,0,0,39,0,4,0,27,0,0,0,0,0,0
