GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G0100730","2000","US","3","6","Alabama","01","Jefferson","073",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2881639146","28998564","Jefferson County","A","+33527872","-086828050","06",,,103517,4057,86802,3524,43941,5735,54582,6045,432,40,294,27,1537,92,1303,100,26,10,27,0,1687,78,465,125,1213,77,1297,102
"G0100750","2000","US","3","6","Alabama","01","Lamar","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1566546589","1600546","Lamar County","A","+33772995","-088084702","06",,,3322,131,2526,240,250,66,374,58,0,5,0,0,4,0,9,0,0,0,0,0,37,0,7,0,12,0,6,0
"G0100770","2000","US","3","6","Alabama","01","Lauderdale","077",,,,,"0",,,,,,,,,,,,,"2650","99","N","9999","9999","9",,,,,,,,,"1733895504","127745460","Lauderdale County","A","+34876890","-087605700","06",,,19222,866,15793,902,1545,254,1672,225,38,0,66,8,56,0,46,0,6,0,9,0,97,0,46,0,212,30,115,24
"G0100790","2000","US","3","6","Alabama","01","Lawrence","079",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1795852273","63932890","Lawrence County","A","+34554375","-087302184","06",,,6784,369,4866,333,814,94,874,65,464,4,363,53,13,0,22,0,13,0,0,0,16,6,13,7,282,16,260,36
"G0100810","2000","US","3","6","Alabama","01","Lee","081",,,,,"0",,,,,,,,,,,,,"0580","99","N","9999","9999","9",,,,,,,,,"1576552257","17723094","Lee County","A","+32607485","-085328947","06",,,22575,902,18514,1092,4633,586,5303,554,76,6,66,14,617,26,338,21,15,0,8,7,150,0,169,6,256,8,260,19
"G0100830","2000","US","3","6","Alabama","01","Limestone","083",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"1471241120","101090592","Limestone County","A","+34807445","-086974946","06",,,14396,396,11148,564,1638,135,1732,181,75,0,60,0,67,0,81,0,0,0,6,0,208,6,49,22,125,12,124,7
"G0100850","2000","US","3","6","Alabama","01","Lowndes","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859446869","18376863","Lowndes County","A","+32171280","-086659917","06",,,934,49,686,57,1345,203,1447,293,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,20,0
"G0100870","2000","US","3","6","Alabama","01","Macon","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1581247720","7042123","Macon County","A","+32421555","-085721158","06",,,862,23,709,43,2900,514,3539,549,6,0,6,0,7,0,31,0,0,0,0,0,3,9,1,0,31,0,38,2
"G0100890","2000","US","3","6","Alabama","01","Madison","089",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"2084739506","20532503","Madison County","A","+34730790","-086588226","06",,,56406,1760,44613,1735,12538,1983,14412,2268,659,45,582,27,1275,24,1053,84,27,6,36,4,548,30,323,47,1278,119,1166,61
"G0100910","2000","US","3","6","Alabama","01","Marengo","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2530533970","15034262","Marengo County","A","+32331745","-087788789","06",,,2792,96,2035,91,1359,314,1727,242,17,5,5,0,0,0,0,0,0,0,0,0,54,0,22,0,12,0,8,21
"G0100930","2000","US","3","6","Alabama","01","Marion","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1920255331","5586055","Marion County","A","+34116331","-087878737","06",,,6904,488,5495,580,182,23,115,21,26,5,2,0,39,4,25,11,0,0,0,0,43,0,12,0,18,0,7,0
"G0100950","2000","US","3","6","Alabama","01","Marshall","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468677998","145303458","Marshall County","A","+34329598","-086288884","06",,,19601,969,14967,981,162,27,242,53,135,16,70,7,48,0,52,0,10,0,0,0,730,65,304,29,189,29,99,57
"G0100970","2000","US","3","6","Alabama","01","Mobile","097",,,,,"0",,,,,,,,,,,,,"5160","99","N","9999","9999","9",,,,,,,,,"3193690623","1064308706","Mobile County","A","+30722256","-088139667","06",,,63937,3077,51273,2783,20189,3001,23962,4113,590,127,411,54,1113,109,949,50,8,0,23,4,328,29,160,42,863,96,848,57
"G0100990","2000","US","3","6","Alabama","01","Monroe","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2656951618","22457590","Monroe County","A","+31555656","-087359637","06",,,3493,87,2604,175,1404,242,1502,323,35,0,23,3,16,7,4,0,0,0,0,0,16,0,0,0,22,0,36,0
"G0101010","2000","US","3","6","Alabama","01","Montgomery","101",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"2045477293","25880189","Montgomery County","A","+32331872","-086260844","06",,,28332,782,25137,1044,17656,2295,22315,2562,145,9,89,38,476,10,460,5,7,0,46,0,180,0,131,23,502,59,335,12
"G0101030","2000","US","3","6","Alabama","01","Morgan","103",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1507925725","43627686","Morgan County","A","+34507018","-086918920","06",,,25228,1098,19070,1084,2112,207,2434,362,269,7,135,30,152,0,91,6,0,0,0,0,303,54,138,6,401,19,271,24
"G0101050","2000","US","3","6","Alabama","01","Perry","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1863454321","11896118","Perry County","A","+32613284","-087334017","06",,,900,52,636,106,901,160,1000,266,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,17,16
"G0101070","2000","US","3","6","Alabama","01","Pickens","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2282862165","22363229","Pickens County","A","+33274090","-088088963","06",,,2949,55,2353,90,1106,174,1165,357,13,3,8,0,0,0,9,0,1,0,2,0,14,0,0,0,9,1,15,5
"G0101090","2000","US","3","6","Alabama","01","Pike","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1737968630","2749829","Pike County","A","+31792165","-085937370","06",,,4789,235,3953,338,1804,224,1832,441,41,15,16,6,60,0,39,14,0,0,0,0,16,0,9,0,87,9,38,17
"G0101110","2000","US","3","6","Alabama","01","Randolph","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1504900000","7934149","Randolph County","A","+33262424","-085445563","06",,,4042,141,3203,227,747,29,948,90,0,0,0,0,11,0,0,1,0,0,0,0,32,0,28,0,89,17,24,10
"G0101130","2000","US","3","6","Alabama","01","Russell","113",,,,,"0",,,,,,,,,,,,,"1800","99","N","9999","9999","9",,,,,,,,,"1661003813","15699413","Russell County","A","+32376002","-085101100","06",,,6745,283,5525,328,3201,351,3781,351,60,6,71,5,50,0,103,0,9,0,0,0,103,0,54,14,129,5,71,0
"G0101150","2000","US","3","6","Alabama","01","St Clair","115",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"1641410695","51432687","St. Clair County","A","+33667273","-086329327","06",,,14721,571,11346,443,850,95,875,97,47,0,21,2,20,0,21,0,3,0,0,0,75,0,25,0,125,6,84,11
"G0101170","2000","US","3","6","Alabama","01","Shelby","117",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2058248819","38413582","Shelby County","A","+33269120","-086698665","06",,,37609,936,29974,799,2378,211,2512,223,248,6,89,29,315,0,249,4,0,0,0,0,571,19,144,0,294,16,221,32
"G0101190","2000","US","3","6","Alabama","01","Sumter","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2343771409","21667529","Sumter County","A","+32558734","-088215706","06",,,1025,43,830,28,1216,163,1522,356,0,0,10,0,0,0,4,0,0,0,0,0,13,0,0,0,4,8,0,0
"G0101210","2000","US","3","6","Alabama","01","Talladega","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1915378668","53656638","Talladega County","A","+33368498","-086178278","06",,,13059,544,10009,701,3907,581,4549,802,73,4,23,0,34,0,72,7,7,0,8,8,32,10,3,8,62,5,56,6
"G0101230","2000","US","3","6","Alabama","01","Tallapoosa","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859437932","125097133","Tallapoosa County","A","+32850131","-085835005","06",,,7455,296,6119,294,1667,219,1851,303,15,0,16,0,14,0,17,0,7,0,0,0,0,0,9,0,30,0,32,0
"G0101250","2000","US","3","6","Alabama","01","Tuscaloosa","125",,,,,"0",,,,,,,,,,,,,"8600","99","N","9999","9999","9",,,,,,,,,"3430104517","69553838","Tuscaloosa County","A","+33235600","-087511691","06",,,29905,1327,24422,1280,8113,966,9919,1230,161,21,210,0,411,0,271,28,14,14,0,0,185,5,141,0,298,11,347,8
"G0101270","2000","US","3","6","Alabama","01","Walker","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2057463774","28245606","Walker County","A","+33819888","-087285406","06",,,14813,835,11298,756,624,150,758,125,49,10,24,0,40,6,38,8,4,0,0,0,80,2,44,5,82,19,57,7
"G0101290","2000","US","3","6","Alabama","01","Washington","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2798888327","20423419","Washington County","A","+31366088","-088151002","06",,,2868,112,1988,163,760,124,716,88,221,35,133,41,8,0,20,0,0,0,0,0,0,0,0,0,44,0,20,0
"G0101310","2000","US","3","6","Alabama","01","Wilcox","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2301677587","48643939","Wilcox County","A","+31993335","-087348302","06",,,902,8,596,39,963,215,963,353,6,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G0101330","2000","US","3","6","Alabama","01","Winston","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1591383854","45113969","Winston County","A","+34151249","-087418848","06",,,5947,275,4375,389,5,9,15,0,28,20,32,0,29,0,0,0,0,0,0,0,134,0,11,17,51,0,19,0
"G0200130","2000","US","4","9","Alaska","02","Aleutians East","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"18099208933","20780667723","Aleutians East Borough","A","+55125713","-162030237","04",,,204,171,124,18,13,15,0,6,175,32,172,15,192,319,101,48,0,7,0,0,56,124,8,0,30,8,11,5
"G0200160","2000","US","4","9","Alaska","02","Aleutians West","016",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11387589341","25173999631","Aleutians West Census Area","S","+52319360","-172454123","05",,,986,120,488,32,98,0,22,0,340,37,229,30,466,176,346,17,0,0,0,0,193,54,22,1,52,2,10,4
"G0200200","2000","US","4","9","Alaska","02","Anchorage","020",,,,,"0",,,,,,,,,,,,,"0380","99","N","9999","9999","9",,,,,,,,,"4395766279","683445939","Anchorage Municipality","C","+61191900","-149762097","12",,,52397,3429,46031,2122,3104,378,3018,265,2850,691,3701,776,2633,279,3368,171,381,81,349,18,1363,195,1182,64,2871,419,2489,222
"G0200500","2000","US","4","9","Alaska","02","Bethel","050",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"105239784563","12626578961","Bethel Census Area","S","+60888556","-161191411","05",,,780,51,579,21,43,14,9,0,1851,539,1895,294,61,0,57,0,3,2,6,0,10,3,10,0,88,8,89,4
"G0200600","2000","US","4","9","Alaska","02","Bristol Bay Borough","060",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1307725488","991362678","Bristol Bay Borough","A","+58690594","-156786726","04",,,234,17,155,12,4,0,5,0,81,28,82,9,2,0,3,0,2,0,0,0,0,0,6,0,5,2,2,0
"G0200680","2000","US","4","9","Alaska","02","Denali","068",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"33021449878","64433414","Denali Borough","A","+63893564","-149104615","04",,,446,69,296,31,10,0,3,0,25,1,11,0,16,0,8,2,0,0,0,0,4,0,6,0,6,6,10,1
"G0200700","2000","US","4","9","Alaska","02","Dillingham","070",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"48367450285","5836871668","Dillingham Census Area","S","+59190911","-158614040","05",,,360,31,309,9,2,0,1,0,446,126,503,50,5,0,11,2,1,1,0,0,9,2,6,0,56,5,56,4
"G0200900","2000","US","4","9","Alaska","02","Fairbanks North Star","090",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19078483082","201438083","Fairbanks North Star Borough","A","+64818590","-147568384","04",,,15680,1475,13840,1041,648,93,738,105,697,323,863,232,302,12,598,41,56,0,48,6,215,11,217,33,651,89,705,74
"G0201000","2000","US","4","9","Alaska","02","Haines","100",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6070244109","989605130","Haines Borough","A","+59245450","-135529519","04",,,463,78,385,48,0,0,2,0,61,11,45,10,4,2,6,0,0,0,3,0,5,0,3,0,5,4,10,4
"G0201100","2000","US","4","9","Alaska","02","Juneau","110",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7036141369","1394301430","Juneau City and Borough","C","+58351422","-134511579","03",,,7002,414,6299,186,52,18,68,0,641,120,823,37,361,25,361,14,17,0,9,15,110,17,51,0,380,41,363,48
"G0201220","2000","US","4","9","Alaska","02","Kenai Peninsula","122",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"41474147137","22639962070","Kenai Peninsula Borough","A","+60349178","-150987663","04",,,10237,1380,8099,761,12,27,10,7,475,189,497,131,60,18,106,17,26,0,17,0,116,21,52,14,348,39,309,26
"G0201300","2000","US","4","9","Alaska","02","Ketchikan Gateway","130",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3194034374","1348745006","Ketchikan Gateway Borough","A","+55354938","-131620295","04",,,3007,224,2593,154,18,0,24,0,325,103,359,51,119,6,198,0,0,0,10,10,0,0,7,8,136,5,221,20
"G0201500","2000","US","4","9","Alaska","02","Kodiak Island","150",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"16989921131","14151251696","Kodiak Island Borough","A","+57694078","-152682317","04",,,2038,72,1831,69,15,0,15,0,275,49,303,45,625,38,558,20,38,0,19,0,126,10,88,0,103,16,97,16
"G0201640","2000","US","4","9","Alaska","02","Lake And Peninsula","164",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"61594989981","18453667773","Lake and Peninsula Borough","A","+58605648","-156409989","04",,,117,6,92,0,0,0,0,0,149,60,193,20,0,3,0,0,2,0,0,0,2,0,0,2,20,6,6,0
"G0201700","2000","US","4","9","Alaska","02","Matanuska-Susitna","170",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"63924889623","1497666767","Matanuska-Susitna Borough","A","+61762742","-149481089","04",,,12753,1498,10026,958,133,26,61,0,320,135,488,119,31,0,119,6,9,0,0,0,100,16,92,0,465,69,384,40
"G0201800","2000","US","4","9","Alaska","02","Nome","180",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"59572081811","13681400029","Nome Census Area","S","+64809165","-164346772","05",,,684,17,473,12,13,0,4,0,810,395,952,160,14,4,6,0,2,0,4,0,8,0,2,0,79,19,56,1
"G0201850","2000","US","4","9","Alaska","02","North Slope","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"230035263166","15398849303","North Slope Borough","A","+70599509","-153940111","04",,,551,12,378,13,28,2,10,0,845,271,764,178,131,9,122,14,11,2,7,0,13,0,4,0,63,19,63,5
"G0201880","2000","US","4","9","Alaska","02","Northwest Arctic","188",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"92976270484","12596823585","Northwest Arctic Borough","A","+66822031","-160646404","04",,,399,23,248,2,16,1,0,2,790,261,827,140,19,0,17,0,0,3,0,0,13,0,9,0,56,12,33,3
"G0202010","2000","US","4","9","Alaska","02","Prince Of Wales-Outer Ketchikan","201",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19193422932","13715730157","Prince of Wales-Outer Ketchikan Census Area","S","+55552229","-132584730","05",,,960,131,700,56,3,0,3,0,419,168,376,82,7,2,4,0,2,0,2,0,6,0,2,0,70,10,60,12
"G0202200","2000","US","4","9","Alaska","02","Sitka","220",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7443577063","5018227281","Sitka City and Borough","C","+57079871","-135331757","03",,,1636,112,1525,109,0,0,21,0,353,47,354,34,76,10,128,0,0,0,17,36,19,0,6,0,109,19,108,0
"G0202320","2000","US","4","9","Alaska","02","Skagway-Hoonah-Angoon","232",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"20451795008","9013806170","Skagway-Hoonah-Angoon Census Area","S","+58321676","-135458953","05",,,594,70,434,63,2,3,0,0,181,80,161,36,4,0,3,0,2,0,0,0,12,0,17,0,37,5,24,17
"G0202400","2000","US","4","9","Alaska","02","Southeast Fairbanks","240",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"64270183513","637996435","Southeast Fairbanks Census Area","S","+63607284","-143910084","05",,,925,188,746,94,6,0,13,0,68,59,92,47,0,0,12,0,0,0,0,0,6,0,7,0,25,18,32,9
"G0202610","2000","US","4","9","Alaska","02","Valdez-Cordova","261",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"88886050122","15229266352","Valdez-Cordova Census Area","S","+61458662","-145325925","05",,,2100,223,1522,95,11,0,11,0,196,59,212,49,66,11,91,10,1,0,9,0,44,3,20,1,83,11,97,12
"G0202700","2000","US","4","9","Alaska","02","Wade Hampton","270",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"44530953609","6412136001","Wade Hampton Census Area","S","+62084927","-163736818","05",,,148,6,99,2,5,2,0,0,690,369,836,184,0,0,3,0,4,0,2,0,2,0,0,0,25,6,11,5
"G0202800","2000","US","4","9","Alaska","02","Wrangell-Petersburg","280",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15112433221","8252397782","Wrangell-Petersburg Census Area","S","+56714340","-133073562","05",,,1347,170,1106,32,0,0,0,0,163,71,180,49,28,7,29,6,0,0,0,0,16,0,0,0,89,28,73,10
"G0202820","2000","US","4","9","Alaska","02","Yakutat","282",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19814593290","4684825424","Yakutat City and Borough","A","+59793489","-140271248","03",,,211,10,79,5,0,0,2,0,58,14,49,2,5,0,5,0,3,0,7,0,0,0,0,0,10,3,11,3
"G0202900","2000","US","4","9","Alaska","02","Yukon-Koyukuk","290",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"377878437401","5031897827","Yukon-Koyukuk Census Area","S","+65129566","-151854704","05",,,479,59,374,32,5,0,0,0,619,326,712,127,0,0,6,0,2,1,0,2,2,1,6,0,51,18,20,0
"G0400010","2000","US","4","8","Arizona","04","Apache","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"29020502286","35069942","Apache County","A","+35645278","-109449620","06",,,2945,232,2431,155,9,3,6,0,4952,2426,5409,1665,27,0,19,0,14,8,13,0,170,33,174,20,163,44,137,16
"G0400030","2000","US","4","8","Arizona","04","Cochise","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"15978796535","127742070","Cochise County","A","+31750272","-109904319","06",,,17583,1118,15876,1143,834,49,929,25,259,9,202,25,170,11,618,9,30,0,50,18,2662,271,2228,249,634,72,551,77
"G0400050","2000","US","4","8","Arizona","04","Coconino","005",,,,,"0",,,,,,,,,,,,,"2620","99","N","9999","9999","9",,,,,,,,,"48218904679","113408657","Coconino County","A","+35771440","-111511062","06",,,22297,952,19377,786,290,6,290,26,4719,1154,4722,971,252,28,301,33,49,6,40,0,1217,64,1018,60,415,34,523,17
"G0400070","2000","US","4","8","Arizona","04","Gila","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"12348294231","72606847","Gila County","A","+33714683","-110977311","06",,,8244,568,6850,523,23,0,27,0,601,414,629,228,33,4,60,0,2,0,0,0,765,52,505,77,185,39,127,25
"G0400090","2000","US","4","8","Arizona","04","Graham","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11989870698","30635420","Graham County","A","+32865056","-109816242","06",,,4279,345,3643,289,46,18,49,0,463,265,522,234,31,0,23,0,6,0,0,4,769,132,637,55,113,33,111,27
"G0400110","2000","US","4","8","Arizona","04","Greenlee","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4783710414","3665171","Greenlee County","A","+33068497","-109273764","06",,,1691,90,953,96,12,0,12,0,24,6,42,0,0,0,0,0,4,0,3,0,404,7,251,12,45,12,19,11
"G0400120","2000","US","4","8","Arizona","04","La Paz","012",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11654826790","34717106","La Paz County","A","+33863604","-114045079","06",,,2631,207,2179,113,36,0,22,0,419,82,427,90,16,0,17,0,0,3,2,0,428,29,254,19,65,4,71,25
"G0400130","2000","US","4","8","Arizona","04","Maricopa","013",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"23836016480","54722478","Maricopa County","A","+33494514","-112087906","06",,,630798,26651,520192,21593,26190,2762,22558,2109,10786,1335,11520,1224,17290,815,15540,714,1034,47,778,33,86300,5951,51587,4983,18666,1462,14053,1252
"G0400150","2000","US","4","8","Arizona","04","Mohave","015",,,,,"0",,,,,,,,,,,,,"4120","99","N","9999","9999","9",,,,,,,,,"34476991534","409405407","Mohave County","A","+35285985","-114082709","06",,,28874,2099,25748,1966,170,12,132,17,579,98,748,64,203,5,253,29,15,8,20,3,1478,55,997,102,679,33,621,40
"G0400170","2000","US","4","8","Arizona","04","Navajo","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25778620688","16344185","Navajo County","A","+35406314","-110256683","06",,,9808,601,8143,472,101,21,103,0,4885,1792,4826,1097,34,0,36,6,16,5,9,0,609,63,467,17,252,57,286,16
"G0400190","2000","US","4","8","Arizona","04","Pima","019",,,,,"0",,,,,,,,,,,,,"8520","99","N","9999","9999","9",,,,,,,,,"23792316898","6644112","Pima County","A","+32178410","-111088624","06",,,153528,7551,135129,6193,5507,515,4427,400,4548,903,4407,538,4090,153,3946,259,260,16,194,22,24162,1653,20052,1804,5431,473,5087,425
"G0400210","2000","US","4","8","Arizona","04","Pinal","021",,,,,"0",,,,,,,,,,,,,"6200","99","N","9999","9999","9",,,,,,,,,"13907185407","11653422","Pinal County","A","+32965668","-111498113","06",,,25211,1654,21179,1453,536,151,479,130,1554,398,1463,414,219,44,178,54,20,0,20,0,5240,591,3532,327,842,114,818,74
"G0400230","2000","US","4","8","Arizona","04","Santa Cruz","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3205457073","1227457","Santa Cruz County","A","+31481900","-110905734","06",,,5686,372,4131,430,23,0,10,0,77,9,36,2,65,0,57,9,0,0,8,0,1432,107,1031,121,169,6,150,22
"G0400250","2000","US","4","8","Arizona","04","Yavapai","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21039252624","11603654","Yavapai County","A","+34650332","-112414707","06",,,33766,1757,28944,1522,64,8,45,34,507,56,443,20,148,23,237,11,24,0,34,0,1602,59,1036,53,684,40,564,33
"G0400270","2000","US","4","8","Arizona","04","Yuma","027",,,,,"0",,,,,,,,,,,,,"9360","99","N","9999","9999","9",,,,,,,,,"14281424443","12613327","Yuma County","A","+32684752","-114388951","06",,,18522,2069,15784,1799,553,52,438,51,405,68,328,83,221,8,317,0,20,11,31,18,6403,1258,5067,1154,566,110,558,122
"G0500010","2000","US","3","7","Arkansas","05","Arkansas","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2560177487","117328433","Arkansas County","A","+34359997","-091429413","06",,,3986,198,3499,134,779,138,929,145,9,0,17,0,11,0,3,0,0,0,0,0,16,0,8,0,22,0,18,0
"G0500030","2000","US","3","7","Arkansas","05","Ashley","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2385761562","46447703","Ashley County","A","+33185420","-091785346","06",,,4366,201,2974,170,1018,136,947,189,7,0,28,3,15,0,9,0,0,0,0,0,118,4,32,3,75,0,47,5
"G0500050","2000","US","3","7","Arkansas","05","Baxter","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435789253","83859190","Baxter County","A","+36312200","-092354317","06",,,7527,304,7197,304,8,0,6,0,48,2,50,4,10,0,56,0,0,0,0,0,34,0,16,3,68,0,68,14
"G0500070","2000","US","3","7","Arkansas","05","Benton","007",,,,,"0",,,,,,,,,,,,,"2580","99","N","9999","9999","9",,,,,,,,,"2191114121","88700645","Benton County","A","+36354146","-094246822","06",,,35830,1186,30142,1008,219,2,209,0,671,22,566,33,442,10,353,7,28,20,11,0,1505,40,874,110,653,41,468,18
"G0500090","2000","US","3","7","Arkansas","05","Boone","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1531141397","27563192","Boone County","A","+36285221","-093065891","06",,,7946,413,6911,365,4,0,2,0,57,2,75,9,10,9,11,0,0,0,0,0,19,0,14,0,85,3,33,0
"G0500110","2000","US","3","7","Arkansas","05","Bradley","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1685119713","9715126","Bradley County","A","+33520920","-092141138","06",,,1706,138,1500,93,460,134,547,60,0,0,0,0,0,0,0,0,0,0,0,0,326,136,45,0,22,0,18,0
"G0500130","2000","US","3","7","Arkansas","05","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1627223264","11050088","Calhoun County","A","+33595502","-092510135","06",,,1088,36,826,51,187,9,223,33,0,0,0,0,0,0,0,0,4,0,0,0,11,4,5,0,6,0,5,0
