GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GSQ001,GSQ002,GSQ003,GSQ004,GSQ005,GSQ006,GSQ007,GSQ008,GSQ009,GSQ010,GSQ011,GSQ012,GSQ013,GSQ014,GSQ015,GSQ016,GSQ017,GSQ018,GSQ019,GSQ020,GSQ021,GSQ022,GSQ023,GSQ024,GSQ025,GSQ026,GSQ027,GSQ028,GSS001,GSS002,GSS003,GSS004,GSS005,GSS006,GSS007,GSS008,GSS009,GSS010,GSS011,GSS012,GSS013,GSS014,GSS015,GSS016,GSS017,GSS018,GSS019,GSS020,GSS021,GSS022,GSS023,GSS024,GSS025,GSS026,GSS027,GSS028
"G0100510","2000","US","3","6","Alabama","01","Elmore","051",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"1609044562","93127438","Elmore County","A","+32596847","-086170765","06",,,13679,5714,11433,8757,2139,3642,2226,2330,56,46,62,36,47,5,70,48,22,0,17,0,58,30,38,27,77,148,132,95,12817,430,10857,481,1800,269,1966,244,50,6,54,8,47,0,70,0,22,0,0,8,58,0,31,7,73,4,125,7
"G0100530","2000","US","3","6","Alabama","01","Escambia","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2453710209","14424173","Escambia County","A","+31104135","-087232880","06",,,6234,3630,4993,5176,1735,2994,2008,2047,210,191,178,171,21,36,26,21,0,0,4,0,26,18,2,24,112,79,165,100,5896,329,4713,280,1535,191,1798,210,173,37,159,19,21,0,26,0,0,0,4,0,26,0,2,0,106,6,139,26
"G0100550","2000","US","3","6","Alabama","01","Etowah","055",,,,,"0",,,,,,,,,,,,,"2880","99","N","9999","9999","9",,,,,,,,,"1385183532","36080591","Etowah County","A","+34018597","-086032125","06",,,21600,11006,17754,18784,2699,1913,2955,3080,97,34,56,57,111,48,70,67,24,5,9,6,306,54,113,129,201,113,230,214,20572,993,16874,880,2346,353,2567,388,85,7,56,0,111,0,61,9,24,0,9,0,290,16,90,23,138,58,203,27
"G0100570","2000","US","3","6","Alabama","01","Fayette","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1625632174","4354945","Fayette County","A","+33747077","-087751725","06",,,4043,2045,2965,3727,445,289,462,452,0,5,0,12,15,0,0,21,0,0,2,0,45,10,0,0,14,6,27,18,3800,238,2708,257,392,53,399,55,0,0,0,0,15,0,0,0,0,0,0,2,45,0,0,0,7,7,25,2
"G0100590","2000","US","3","6","Alabama","01","Franklin","059",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1646312169","28139961","Franklin County","A","+34465405","-087832638","06",,,6883,3742,5615,6048,274,169,223,271,24,26,26,31,17,0,7,22,2,0,2,0,454,128,179,140,78,31,78,23,6531,352,5320,295,236,38,211,12,24,0,21,5,17,0,7,0,2,0,2,0,427,27,161,18,70,8,60,18
"G0100610","2000","US","3","6","Alabama","01","Geneva","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1492559453","6793742","Geneva County","A","+31094579","-085796983","06",,,5777,2775,4715,4575,576,380,544,652,28,47,33,20,11,0,19,0,0,0,0,0,35,4,13,27,19,23,29,43,5510,219,4233,480,497,79,417,127,14,14,33,0,11,0,12,7,0,0,0,0,29,2,13,0,13,6,27,2
"G0100630","2000","US","3","6","Alabama","01","Greene","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1672782673","36438301","Greene County","A","+32837254","-087950852","06",,,502,300,409,411,1131,1377,1523,1784,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,2,2,12,499,3,403,6,971,160,1224,299,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,1,1
"G0100650","2000","US","3","6","Alabama","01","Hale","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1667267304","32984565","Hale County","A","+32768094","-087635687","06",,,1810,859,1314,1517,1406,1728,1753,2244,19,0,0,0,0,0,11,0,0,0,0,0,14,7,8,14,14,10,0,19,1794,16,1234,80,1298,108,1450,303,19,0,0,0,0,0,11,0,0,0,0,0,14,0,8,0,14,0,0,0
"G0100670","2000","US","3","6","Alabama","01","Henry","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1455045371","16913484","Henry County","A","+31493511","-085253760","06",,,2868,1381,2224,2320,954,719,1066,1095,7,0,3,5,0,0,0,0,0,0,0,0,66,9,14,5,21,6,14,43,2729,139,2131,93,856,98,953,113,7,0,3,0,0,0,0,0,0,0,0,0,66,0,14,0,21,0,0,14
"G0100690","2000","US","3","6","Alabama","01","Houston","069",,,,,"0",,,,,,,,,,,,,"2180","99","N","9999","9999","9",,,,,,,,,"1503124582","3351697","Houston County","A","+31189731","-085350387","06",,,17868,6603,14943,12312,4184,2519,4779,3771,164,20,99,77,109,53,109,99,2,0,0,25,111,30,45,31,159,137,148,108,17320,453,14258,685,3639,511,4250,529,161,3,79,20,109,0,109,0,2,0,0,0,102,0,39,6,156,3,131,17
"G0100710","2000","US","3","6","Alabama","01","Jackson","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2793932065","124376317","Jackson County","A","+34755318","-085948462","06",,,13477,5458,10919,9491,481,232,416,371,171,55,187,162,26,11,42,7,0,6,0,0,16,0,45,22,319,94,245,219,12857,609,10337,582,422,59,376,40,152,19,186,1,21,5,42,0,0,0,0,0,16,0,45,0,306,13,222,23
"G0100730","2000","US","3","6","Alabama","01","Jefferson","073",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2881639146","28998564","Jefferson County","A","+33527872","-086828050","06",,,107844,40020,90415,74955,49772,32860,60677,46581,472,130,321,292,1635,525,1403,974,36,34,27,35,1765,335,590,441,1293,676,1408,825,103517,4057,86802,3524,43941,5735,54582,6045,432,40,294,27,1537,92,1303,100,26,10,27,0,1687,78,465,125,1213,77,1297,102
"G0100750","2000","US","3","6","Alabama","01","Lamar","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1566546589","1600546","Lamar County","A","+33772995","-088084702","06",,,3458,1850,2766,3011,320,293,432,340,5,14,0,8,4,0,9,16,0,0,0,0,37,11,7,3,12,7,6,13,3322,131,2526,240,250,66,374,58,0,5,0,0,4,0,9,0,0,0,0,0,37,0,7,0,12,0,6,0
"G0100770","2000","US","3","6","Alabama","01","Lauderdale","077",,,,,"0",,,,,,,,,,,,,"2650","99","N","9999","9999","9",,,,,,,,,"1733895504","127745460","Lauderdale County","A","+34876890","-087605700","06",,,20109,9527,16722,16013,1808,1008,1897,1778,38,25,74,39,56,15,46,97,6,0,9,11,105,49,46,64,242,46,139,95,19222,866,15793,902,1545,254,1672,225,38,0,66,8,56,0,46,0,6,0,9,0,97,0,46,0,212,30,115,24
"G0100790","2000","US","3","6","Alabama","01","Lawrence","079",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1795852273","63932890","Lawrence County","A","+34554375","-087302184","06",,,7158,3196,5199,5722,908,660,939,905,468,140,416,248,13,3,22,2,13,0,0,0,22,6,20,7,298,121,298,149,6784,369,4866,333,814,94,874,65,464,4,363,53,13,0,22,0,13,0,0,0,16,6,13,7,282,16,260,36
"G0100810","2000","US","3","6","Alabama","01","Lee","081",,,,,"0",,,,,,,,,,,,,"0580","99","N","9999","9999","9",,,,,,,,,"1576552257","17723094","Lee County","A","+32607485","-085328947","06",,,23691,10973,19624,15234,5303,2933,5857,4568,82,0,80,67,643,147,359,351,15,0,15,0,160,100,175,105,264,71,279,107,22575,902,18514,1092,4633,586,5303,554,76,6,66,14,617,26,338,21,15,0,8,7,150,0,169,6,256,8,260,19
"G0100830","2000","US","3","6","Alabama","01","Limestone","083",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"1471241120","101090592","Limestone County","A","+34807445","-086974946","06",,,14825,6500,11729,9849,1788,1938,1913,1216,75,47,60,36,67,24,81,28,0,0,6,0,214,34,71,121,143,135,131,87,14396,396,11148,564,1638,135,1732,181,75,0,60,0,67,0,81,0,0,0,6,0,208,6,49,22,125,12,124,7
"G0100850","2000","US","3","6","Alabama","01","Lowndes","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859446869","18376863","Lowndes County","A","+32171280","-086659917","06",,,990,446,743,701,1549,1534,1748,2151,0,0,0,2,0,0,0,0,0,0,0,0,5,0,6,0,0,2,20,5,934,49,686,57,1345,203,1447,293,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,20,0
"G0100870","2000","US","3","6","Alabama","01","Macon","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1581247720","7042123","Macon County","A","+32421555","-085721158","06",,,887,533,752,613,3422,3357,4098,4733,6,14,6,2,7,61,31,19,0,0,0,0,12,4,1,0,31,31,40,35,862,23,709,43,2900,514,3539,549,6,0,6,0,7,0,31,0,0,0,0,0,3,9,1,0,31,0,38,2
"G0100890","2000","US","3","6","Alabama","01","Madison","089",,,,,"0",,,,,,,,,,,,,"3440","99","N","9999","9999","9",,,,,,,,,"2084739506","20532503","Madison County","A","+34730790","-086588226","06",,,58886,17799,46472,33722,14785,6095,16716,8375,704,189,616,259,1314,333,1137,910,33,5,40,16,606,195,377,202,1421,322,1235,851,56406,1760,44613,1735,12538,1983,14412,2268,659,45,582,27,1275,24,1053,84,27,6,36,4,548,30,323,47,1278,119,1166,61
"G0100910","2000","US","3","6","Alabama","01","Marengo","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2530533970","15034262","Marengo County","A","+32331745","-087788789","06",,,2918,1170,2126,2281,1673,1747,1976,2747,22,0,5,0,0,10,0,0,0,0,0,0,54,13,22,0,12,15,29,29,2792,96,2035,91,1359,314,1727,242,17,5,5,0,0,0,0,0,0,0,0,0,54,0,22,0,12,0,8,21
"G0100930","2000","US","3","6","Alabama","01","Marion","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1920255331","5586055","Marion County","A","+34116331","-087878737","06",,,7397,3974,6075,6284,205,366,136,167,31,26,2,13,43,12,36,9,0,7,0,0,43,0,12,13,18,45,7,30,6904,488,5495,580,182,23,115,21,26,5,2,0,39,4,25,11,0,0,0,0,43,0,12,0,18,0,7,0
"G0100950","2000","US","3","6","Alabama","01","Marshall","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1468677998","145303458","Marshall County","A","+34329598","-086288884","06",,,20600,8313,15954,15878,189,130,295,110,151,35,77,96,48,34,52,64,10,5,0,0,795,147,350,277,223,59,156,161,19601,969,14967,981,162,27,242,53,135,16,70,7,48,0,52,0,10,0,0,0,730,65,304,29,189,29,99,57
"G0100970","2000","US","3","6","Alabama","01","Mobile","097",,,,,"0",,,,,,,,,,,,,"5160","99","N","9999","9999","9",,,,,,,,,"3193690623","1064308706","Mobile County","A","+30722256","-088139667","06",,,67877,27181,54093,49660,23309,17060,28090,24465,720,369,465,448,1243,865,999,863,8,0,27,36,363,129,202,180,971,468,913,855,63937,3077,51273,2783,20189,3001,23962,4113,590,127,411,54,1113,109,949,50,8,0,23,4,328,29,160,42,863,96,848,57
"G0100990","2000","US","3","6","Alabama","01","Monroe","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2656951618","22457590","Monroe County","A","+31555656","-087359637","06",,,3587,1692,2779,2907,1646,1427,1836,1986,35,36,26,55,23,3,4,14,0,0,0,0,16,0,0,0,22,40,36,46,3493,87,2604,175,1404,242,1502,323,35,0,23,3,16,7,4,0,0,0,0,0,16,0,0,0,22,0,36,0
"G0101010","2000","US","3","6","Alabama","01","Montgomery","101",,,,,"0",,,,,,,,,,,,,"5240","99","N","9999","9999","9",,,,,,,,,"2045477293","25880189","Montgomery County","A","+32331872","-086260844","06",,,30846,12046,26555,19913,20378,15093,25078,18021,154,136,127,76,490,238,503,311,7,0,46,2,180,105,160,60,594,209,362,276,28332,782,25137,1044,17656,2295,22315,2562,145,9,89,38,476,10,460,5,7,0,46,0,180,0,131,23,502,59,335,12
"G0101030","2000","US","3","6","Alabama","01","Morgan","103",,,,,"0",,,,,,,,,,,,,"2030","99","N","9999","9999","9",,,,,,,,,"1507925725","43627686","Morgan County","A","+34507018","-086918920","06",,,26380,9721,20159,18127,2328,1596,2796,1994,276,60,165,121,152,23,97,102,0,0,0,0,357,143,144,188,420,144,295,286,25228,1098,19070,1084,2112,207,2434,362,269,7,135,30,152,0,91,6,0,0,0,0,303,54,138,6,401,19,271,24
"G0101050","2000","US","3","6","Alabama","01","Perry","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1863454321","11896118","Perry County","A","+32613284","-087334017","06",,,955,495,742,874,1061,1310,1266,1939,0,4,0,6,9,0,0,0,0,0,0,0,0,0,0,11,17,23,33,19,900,52,636,106,901,160,1000,266,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,17,16
"G0101070","2000","US","3","6","Alabama","01","Pickens","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2282862165","22363229","Pickens County","A","+33274090","-088088963","06",,,3010,1477,2443,2510,1280,1403,1522,2134,16,9,8,3,0,9,9,1,1,0,2,0,14,2,0,8,10,10,20,10,2949,55,2353,90,1106,174,1165,357,13,3,8,0,0,0,9,0,1,0,2,0,14,0,0,0,9,1,15,5
"G0101090","2000","US","3","6","Alabama","01","Pike","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1737968630","2749829","Pike County","A","+31792165","-085937370","06",,,5103,1908,4307,3443,2039,1308,2273,2269,56,14,22,19,60,38,53,24,0,0,0,0,16,5,9,0,96,64,55,62,4789,235,3953,338,1804,224,1832,441,41,15,16,6,60,0,39,14,0,0,0,0,16,0,9,0,87,9,38,17
"G0101110","2000","US","3","6","Alabama","01","Randolph","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1504900000","7934149","Randolph County","A","+33262424","-085445563","06",,,4183,2277,3430,3658,776,771,1038,837,0,11,0,21,11,0,1,15,0,0,0,0,32,1,28,0,106,9,34,43,4042,141,3203,227,747,29,948,90,0,0,0,0,11,0,0,1,0,0,0,0,32,0,28,0,89,17,24,10
"G0101130","2000","US","3","6","Alabama","01","Russell","113",,,,,"0",,,,,,,,,,,,,"1800","99","N","9999","9999","9",,,,,,,,,"1661003813","15699413","Russell County","A","+32376002","-085101100","06",,,7304,3344,5862,5769,3646,2742,4154,3999,66,47,76,40,50,18,103,89,9,0,0,6,122,12,68,30,141,41,71,143,6745,283,5525,328,3201,351,3781,351,60,6,71,5,50,0,103,0,9,0,0,0,103,0,54,14,129,5,71,0
"G0101150","2000","US","3","6","Alabama","01","St Clair","115",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"1641410695","51432687","St. Clair County","A","+33667273","-086329327","06",,,15339,6800,11789,11080,950,1572,972,811,49,27,23,26,20,9,21,29,3,0,0,2,75,5,25,18,131,44,95,89,14721,571,11346,443,850,95,875,97,47,0,21,2,20,0,21,0,3,0,0,0,75,0,25,0,125,6,84,11
"G0101170","2000","US","3","6","Alabama","01","Shelby","117",,,,,"0",,,,,,,,,,,,,"1000","99","N","9999","9999","9",,,,,,,,,"2058248819","38413582","Shelby County","A","+33269120","-086698665","06",,,38693,8993,30827,20355,2619,938,2735,1563,254,33,118,103,315,63,253,149,0,0,0,0,590,32,144,149,310,64,253,64,37609,936,29974,799,2378,211,2512,223,248,6,89,29,315,0,249,4,0,0,0,0,571,19,144,0,294,16,221,32
"G0101190","2000","US","3","6","Alabama","01","Sumter","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2343771409","21667529","Sumter County","A","+32558734","-088215706","06",,,1071,474,858,842,1383,1828,1878,2553,0,8,10,0,0,5,4,0,0,0,0,0,13,4,0,6,12,9,0,19,1025,43,830,28,1216,163,1522,356,0,0,10,0,0,0,4,0,0,0,0,0,13,0,0,0,4,8,0,0
"G0101210","2000","US","3","6","Alabama","01","Talladega","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1915378668","53656638","Talladega County","A","+33368498","-086178278","06",,,13609,7115,10710,11596,4497,4658,5351,4339,77,30,23,41,34,11,79,47,7,5,16,20,42,5,11,13,67,56,62,99,13059,544,10009,701,3907,581,4549,802,73,4,23,0,34,0,72,7,7,0,8,8,32,10,3,8,62,5,56,6
"G0101230","2000","US","3","6","Alabama","01","Tallapoosa","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1859437932","125097133","Tallapoosa County","A","+32850131","-085835005","06",,,7800,3853,6414,6547,1886,1366,2162,2178,15,24,16,2,14,5,17,6,7,0,0,0,0,7,9,9,30,43,32,38,7455,296,6119,294,1667,219,1851,303,15,0,16,0,14,0,17,0,7,0,0,0,0,0,9,0,30,0,32,0
"G0101250","2000","US","3","6","Alabama","01","Tuscaloosa","125",,,,,"0",,,,,,,,,,,,,"8600","99","N","9999","9999","9",,,,,,,,,"3430104517","69553838","Tuscaloosa County","A","+33235600","-087511691","06",,,31292,13494,25704,21459,9146,6154,11149,8833,191,85,210,54,411,275,299,345,28,0,0,0,190,76,141,115,309,181,355,256,29905,1327,24422,1280,8113,966,9919,1230,161,21,210,0,411,0,271,28,14,14,0,0,185,5,141,0,298,11,347,8
"G0101270","2000","US","3","6","Alabama","01","Walker","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2057463774","28245606","Walker County","A","+33819888","-087285406","06",,,15672,8907,12064,15147,774,847,883,875,59,33,24,41,46,5,46,12,4,6,0,4,82,16,49,29,101,102,64,174,14813,835,11298,756,624,150,758,125,49,10,24,0,40,6,38,8,4,0,0,0,80,2,44,5,82,19,57,7
"G0101290","2000","US","3","6","Alabama","01","Washington","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2798888327","20423419","Washington County","A","+31366088","-088151002","06",,,2990,1403,2156,2555,884,722,804,1052,256,100,174,259,8,0,20,0,0,0,0,6,0,0,0,0,44,15,20,29,2868,112,1988,163,760,124,716,88,221,35,133,41,8,0,20,0,0,0,0,0,0,0,0,0,44,0,20,0
"G0101310","2000","US","3","6","Alabama","01","Wilcox","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2301677587","48643939","Wilcox County","A","+31993335","-087348302","06",,,910,541,635,923,1184,1723,1316,2394,6,2,11,3,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,6,902,8,596,39,963,215,963,353,6,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G0101330","2000","US","3","6","Alabama","01","Winston","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1591383854","45113969","Winston County","A","+34151249","-087418848","06",,,6229,2931,4764,5085,14,2,15,8,48,13,32,23,29,0,0,17,0,0,0,0,134,0,28,4,55,37,19,57,5947,275,4375,389,5,9,15,0,28,20,32,0,29,0,0,0,0,0,0,0,134,0,11,17,51,0,19,0
"G0200130","2000","US","4","9","Alaska","02","Aleutians East","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"18099208933","20780667723","Aleutians East Borough","A","+55125713","-162030237","04",,,375,27,142,33,28,0,6,0,207,203,187,142,511,6,149,39,7,2,0,0,180,8,8,16,38,0,16,7,204,171,124,18,13,15,0,6,175,32,172,15,192,319,101,48,0,7,0,0,56,124,8,0,30,8,11,5
"G0200160","2000","US","4","9","Alaska","02","Aleutians West","016",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"11387589341","25173999631","Aleutians West Census Area","S","+52319360","-172454123","05",,,1160,75,529,99,98,2,22,0,377,123,259,147,642,193,363,94,0,0,0,0,247,74,23,2,54,25,14,15,986,120,488,32,98,0,22,0,340,37,229,30,466,176,346,17,0,0,0,0,193,54,22,1,52,2,10,4
"G0200200","2000","US","4","9","Alaska","02","Anchorage","020",,,,,"0",,,,,,,,,,,,,"0380","99","N","9999","9999","9",,,,,,,,,"4395766279","683445939","Anchorage Municipality","C","+61191900","-149762097","12",,,61424,13200,49071,20955,4374,1195,3669,1308,3584,1878,4499,3136,3082,1315,3567,2740,505,172,367,253,1756,361,1308,545,3419,1022,2725,1352,52397,3429,46031,2122,3104,378,3018,265,2850,691,3701,776,2633,279,3368,171,381,81,349,18,1363,195,1182,64,2871,419,2489,222
"G0200500","2000","US","4","9","Alaska","02","Bethel","050",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"105239784563","12626578961","Bethel Census Area","S","+60888556","-161191411","05",,,841,114,600,82,57,5,9,0,2409,1731,2189,1753,61,11,57,15,5,0,6,4,13,3,10,0,96,60,93,45,780,51,579,21,43,14,9,0,1851,539,1895,294,61,0,57,0,3,2,6,0,10,3,10,0,88,8,89,4
"G0200600","2000","US","4","9","Alaska","02","Bristol Bay Borough","060",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1307725488","991362678","Bristol Bay Borough","A","+58690594","-156786726","04",,,251,50,167,60,4,0,5,0,109,86,91,58,2,0,3,2,2,0,0,0,0,0,6,0,7,0,2,3,234,17,155,12,4,0,5,0,81,28,82,9,2,0,3,0,2,0,0,0,0,0,6,0,5,2,2,0
"G0200680","2000","US","4","9","Alaska","02","Denali","068",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"33021449878","64433414","Denali Borough","A","+63893564","-149104615","04",,,610,167,330,197,19,0,3,0,26,11,11,18,16,0,10,2,0,8,0,4,4,2,6,3,19,11,11,17,446,69,296,31,10,0,3,0,25,1,11,0,16,0,8,2,0,0,0,0,4,0,6,0,6,6,10,1
"G0200700","2000","US","4","9","Alaska","02","Dillingham","070",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"48367450285","5836871668","Dillingham Census Area","S","+59190911","-158614040","05",,,391,91,318,71,2,3,1,0,580,475,557,492,5,0,13,2,2,0,0,0,11,0,6,4,61,39,60,32,360,31,309,9,2,0,1,0,446,126,503,50,5,0,11,2,1,1,0,0,9,2,6,0,56,5,56,4
"G0200900","2000","US","4","9","Alaska","02","Fairbanks North Star","090",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19078483082","201438083","Fairbanks North Star Borough","A","+64818590","-147568384","04",,,21303,4840,15417,7064,1429,297,1084,395,1077,552,1102,1022,383,176,666,433,104,16,54,13,449,53,307,150,816,264,817,335,15680,1475,13840,1041,648,93,738,105,697,323,863,232,302,12,598,41,56,0,48,6,215,11,217,33,651,89,705,74
"G0201000","2000","US","4","9","Alaska","02","Haines","100",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6070244109","989605130","Haines Borough","A","+59245450","-135529519","04",,,541,270,433,328,0,0,2,3,72,32,55,52,6,0,6,6,0,3,3,2,5,2,3,0,9,5,14,12,463,78,385,48,0,0,2,0,61,11,45,10,4,2,6,0,0,0,3,0,5,0,3,0,5,4,10,4
"G0201100","2000","US","4","9","Alaska","02","Juneau","110",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"7036141369","1394301430","Juneau City and Borough","C","+58351422","-134511579","03",,,7522,1693,6495,2491,70,34,68,40,766,375,868,465,392,94,375,176,24,17,24,7,127,12,51,31,424,144,417,140,7002,414,6299,186,52,18,68,0,641,120,823,37,361,25,361,14,17,0,9,15,110,17,51,0,380,41,363,48
"G0201220","2000","US","4","9","Alaska","02","Kenai Peninsula","122",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"41474147137","22639962070","Kenai Peninsula Borough","A","+60349178","-150987663","04",,,11728,5097,8860,6427,45,72,17,13,664,683,628,708,81,49,123,104,26,4,17,2,137,34,66,54,389,211,335,207,10237,1380,8099,761,12,27,10,7,475,189,497,131,60,18,106,17,26,0,17,0,116,21,52,14,348,39,309,26
"G0201300","2000","US","4","9","Alaska","02","Ketchikan Gateway","130",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3194034374","1348745006","Ketchikan Gateway Borough","A","+55354938","-131620295","04",,,3376,834,2761,1115,18,0,24,9,428,218,410,269,131,83,198,110,0,0,20,0,9,0,15,9,141,74,241,74,3007,224,2593,154,18,0,24,0,325,103,359,51,119,6,198,0,0,0,10,10,0,0,7,8,136,5,221,20
"G0201500","2000","US","4","9","Alaska","02","Kodiak Island","150",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"16989921131","14151251696","Kodiak Island Borough","A","+57694078","-152682317","04",,,2754,536,1968,766,29,5,15,0,341,315,348,241,685,198,578,243,38,13,19,15,143,19,88,20,143,77,113,84,2038,72,1831,69,15,0,15,0,275,49,303,45,625,38,558,20,38,0,19,0,126,10,88,0,103,16,97,16
"G0201640","2000","US","4","9","Alaska","02","Lake And Peninsula","164",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"61594989981","18453667773","Lake and Peninsula Borough","A","+58605648","-156409989","04",,,123,31,92,27,0,0,0,0,209,255,213,194,3,2,0,3,2,0,0,0,2,0,2,2,26,20,6,12,117,6,92,0,0,0,0,0,149,60,193,20,0,3,0,0,2,0,0,0,2,0,0,2,20,6,6,0
"G0201700","2000","US","4","9","Alaska","02","Matanuska-Susitna","170",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"63924889623","1497666767","Matanuska-Susitna Borough","A","+61762742","-149481089","04",,,14591,5483,11007,7166,159,95,73,32,455,444,607,449,31,23,125,112,9,5,0,8,116,65,92,60,534,272,424,268,12753,1498,10026,958,133,26,61,0,320,135,488,119,31,0,119,6,9,0,0,0,100,16,92,0,465,69,384,40
"G0201800","2000","US","4","9","Alaska","02","Nome","180",,,,,"A",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"59572081811","13681400029","Nome Census Area","S","+64809165","-164346772","05",,,722,109,485,143,13,0,7,4,1211,1162,1112,923,18,13,6,16,2,0,4,0,8,0,2,0,98,31,57,30,684,17,473,12,13,0,4,0,810,395,952,160,14,4,6,0,2,0,4,0,8,0,2,0,79,19,56,1
